image,class_id,class_name,xmin,ymin,xmax,ymax,score
103.jpg,2,2,1399,718,1519,808,
104.jpg,1,1,315,577,480,786,
104.jpg,1,1,477,504,687,725,
104.jpg,0,0,711,536,895,725,
104.jpg,1,1,902,564,1086,736,
104.jpg,0,0,1115,554,1267,716,
104.jpg,1,1,1274,579,1441,705,
104.jpg,3,3,1445,547,1627,677,
104.jpg,2,2,399,774,472,891,
104.jpg,1,1,467,748,573,878,
104.jpg,1,1,582,682,711,862,
104.jpg,1,1,714,714,860,839,
104.jpg,1,1,873,704,1034,902,
104.jpg,1,1,1043,704,1212,852,
104.jpg,0,0,1190,711,1301,828,
104.jpg,2,2,1306,681,1582,810,
105.jpg,1,1,418,708,608,921,
105.jpg,1,1,603,682,822,889,
105.jpg,0,0,834,668,1012,824,
105.jpg,1,1,1029,656,1202,821,
105.jpg,1,1,1212,670,1387,825,
105.jpg,2,2,1380,663,1532,801,
105.jpg,2,2,1531,695,1760,822,
105.jpg,2,2,1103,520,1277,684,
105.jpg,0,0,1272,561,1429,672,
105.jpg,2,2,1438,569,1667,696,
105.jpg,2,2,937,577,1095,711,
105.jpg,2,2,786,565,915,752,
105.jpg,2,2,666,593,782,722,
105.jpg,2,2,566,588,653,722,
106.jpg,2,2,361,386,587,592,
106.jpg,2,2,443,593,653,711,
106.jpg,2,2,487,722,699,861,
106.jpg,2,2,580,851,737,972,
106.jpg,1,1,682,961,829,1085,
106.jpg,1,1,814,1027,992,1167,
106.jpg,1,1,1024,1020,1195,1178,
106.jpg,1,1,1187,959,1329,1082,
106.jpg,1,1,1287,828,1428,976,
106.jpg,2,2,1290,702,1476,838,
106.jpg,2,2,1347,555,1534,694,
106.jpg,2,2,1345,355,1579,561,
106.jpg,2,2,353,192,453,277,
106.jpg,0,0,428,185,511,306,
106.jpg,1,1,463,162,570,288,
106.jpg,1,1,553,147,664,298,
106.jpg,0,0,657,144,798,297,
106.jpg,0,0,795,82,990,267,
106.jpg,0,0,1016,41,1206,243,
106.jpg,0,0,1208,89,1350,260,
106.jpg,1,1,1340,129,1435,291,
106.jpg,1,1,1415,151,1511,284,
106.jpg,1,1,1477,176,1543,291,
107.jpg,3,3,621,705,770,897,
107.jpg,3,3,647,514,837,716,
107.jpg,2,2,738,396,908,547,
107.jpg,3,3,803,277,947,410,
107.jpg,2,2,896,220,1022,338,
107.jpg,4,4,998,172,1111,288,
107.jpg,3,3,1106,165,1206,266,
107.jpg,2,2,1218,175,1309,284,
107.jpg,3,3,1312,220,1402,335,
107.jpg,2,2,1390,274,1493,387,
107.jpg,2,2,1377,379,1548,503,
107.jpg,2,2,1358,486,1521,622,
107.jpg,3,3,1431,585,1631,790,
107.jpg,2,2,1541,796,1679,921,
107.jpg,2,2,629,967,769,1074,
107.jpg,1,1,716,1027,805,1123,
107.jpg,1,1,758,1056,854,1170,
107.jpg,1,1,853,1033,958,1188,
107.jpg,1,1,958,1043,1074,1190,
107.jpg,0,0,1079,1041,1198,1173,
107.jpg,0,0,1199,1034,1311,1167,
107.jpg,0,0,1312,1024,1402,1163,
107.jpg,1,1,1406,1051,1490,1174,
107.jpg,2,2,1476,989,1653,1138,
107.jpg,1,1,1558,918,1683,1029,
108.jpg,2,2,732,46,995,116,
108.jpg,1,1,770,96,1084,180,
108.jpg,1,1,732,139,1058,248,
108.jpg,2,2,640,228,1049,355,
108.jpg,1,1,669,348,1040,467,
108.jpg,1,1,605,464,1065,654,
108.jpg,1,1,586,650,1058,840,
108.jpg,1,1,675,838,1030,952,
108.jpg,1,1,659,947,1023,1066,
108.jpg,1,1,710,1062,1040,1155,
108.jpg,1,1,745,1140,986,1246,
108.jpg,2,2,1046,99,1265,183,
108.jpg,2,2,1036,208,1338,312,
108.jpg,2,2,1005,312,1395,427,
108.jpg,2,2,1011,426,1385,551,
108.jpg,1,1,1046,554,1350,651,
108.jpg,0,0,1046,643,1382,760,
108.jpg,1,1,1014,768,1353,868,
108.jpg,1,1,1014,866,1312,967,
108.jpg,1,1,995,967,1347,1074,
108.jpg,0,0,1030,1067,1293,1114,
108.jpg,2,2,1008,1114,1255,1193,
111.jpg,1,1,67,450,167,687,
111.jpg,1,1,167,442,252,658,
111.jpg,1,1,252,389,465,663,
111.jpg,0,0,467,372,726,674,
111.jpg,1,1,724,427,899,651,
111.jpg,1,1,915,415,1146,683,
111.jpg,1,1,1145,494,1332,705,
111.jpg,1,1,1320,528,1484,708,
111.jpg,3,3,1484,499,1693,694,
111.jpg,3,3,1703,474,1828,650,
111.jpg,1,1,146,665,220,860,
111.jpg,1,1,211,649,293,822,
111.jpg,0,0,298,665,377,853,
111.jpg,0,0,357,656,527,867,
111.jpg,1,1,515,661,653,817,
111.jpg,1,1,646,627,820,864,
111.jpg,2,2,823,612,1016,894,
111.jpg,2,2,1025,640,1229,878,
111.jpg,2,2,1224,683,1382,855,
111.jpg,3,3,1386,691,1640,843,
111.jpg,3,3,1633,653,1833,803,
112.jpg,5,5,147,1003,472,1270,
112.jpg,5,5,180,741,495,1036,
112.jpg,4,4,265,568,525,760,
112.jpg,3,3,347,392,601,577,
112.jpg,1,1,466,204,648,405,
112.jpg,1,1,631,115,789,282,
112.jpg,1,1,778,69,1008,229,
112.jpg,1,1,1011,49,1249,238,
112.jpg,1,1,1239,122,1398,298,
112.jpg,1,1,1372,214,1547,425,
112.jpg,3,3,1416,400,1682,610,
112.jpg,3,3,1470,610,1738,782,
112.jpg,4,4,1486,767,1799,1057,
112.jpg,4,4,1506,1050,1810,1286,
113.jpg,4,4,157,56,462,340,
113.jpg,6,6,229,345,542,636,
113.jpg,3,3,366,623,603,820,
113.jpg,2,2,432,814,644,1017,
113.jpg,1,1,580,966,756,1161,
113.jpg,1,1,726,1019,887,1217,
113.jpg,1,1,889,1034,1033,1217,
113.jpg,0,0,1034,1055,1188,1253,
113.jpg,0,0,1151,1016,1311,1199,
113.jpg,0,0,1271,941,1446,1119,
113.jpg,1,1,1382,799,1608,1009,
113.jpg,3,3,1426,597,1669,806,
113.jpg,2,2,1460,299,1779,627,
113.jpg,4,4,1533,24,1827,315,
114.jpg,4,4,5,880,302,1029,
114.jpg,4,4,22,641,348,899,
114.jpg,4,4,92,466,405,676,
114.jpg,3,3,205,288,480,524,
114.jpg,2,2,370,110,595,364,
114.jpg,1,1,560,35,780,238,
114.jpg,1,1,782,4,1002,176,
114.jpg,1,1,1038,4,1265,162,
114.jpg,0,0,1265,13,1460,230,
114.jpg,2,2,1380,84,1625,338,
114.jpg,2,2,1515,240,1782,477,
114.jpg,3,3,1578,414,1860,622,
114.jpg,4,4,1605,572,1968,862,
115.jpg,1,1,347,521,427,616,
115.jpg,1,1,458,530,522,679,
115.jpg,2,2,544,481,686,697,
115.jpg,0,0,685,486,844,697,
115.jpg,0,0,812,450,981,690,
115.jpg,0,0,981,477,1165,697,
115.jpg,0,0,1160,463,1322,696,
115.jpg,0,0,1309,478,1448,701,
115.jpg,1,1,1437,554,1506,708,
115.jpg,1,1,1501,572,1581,707,
115.jpg,1,1,1577,587,1632,689,
115.jpg,2,2,1642,539,1714,649,
115.jpg,2,2,400,632,477,732,
115.jpg,1,1,511,675,585,782,
115.jpg,1,1,581,692,662,817,
115.jpg,2,2,660,676,790,886,
115.jpg,1,1,779,673,885,834,
115.jpg,0,0,873,675,985,840,
115.jpg,0,0,985,685,1102,847,
115.jpg,0,0,1114,667,1226,837,
115.jpg,1,1,1226,684,1346,865,
115.jpg,1,1,1346,693,1449,857,
115.jpg,1,1,1438,692,1525,825,
115.jpg,1,1,1526,699,1607,796,
116.jpg,4,4,433,826,630,938,
116.jpg,3,3,451,693,683,853,
116.jpg,2,2,521,578,742,739,
116.jpg,2,2,570,469,788,630,
116.jpg,2,2,646,364,852,521,
116.jpg,1,1,711,218,863,380,
116.jpg,1,1,817,164,959,299,
116.jpg,1,1,962,152,1149,299,
116.jpg,1,1,1153,125,1314,279,
116.jpg,1,1,1281,208,1443,366,
116.jpg,1,1,1419,274,1593,421,
116.jpg,2,2,1404,425,1632,568,
116.jpg,3,3,1475,546,1684,684,
116.jpg,3,3,1494,666,1723,828,
116.jpg,4,4,1588,791,1799,930,
116.jpg,2,2,423,983,493,1093,
116.jpg,1,1,483,973,541,1093,
116.jpg,1,1,526,994,598,1113,
116.jpg,1,1,591,1010,653,1156,
116.jpg,1,1,649,1026,762,1234,
116.jpg,0,0,752,1038,914,1260,
116.jpg,0,0,898,1042,1085,1247,
116.jpg,0,0,1073,1054,1259,1265,
116.jpg,0,0,1232,1029,1410,1252,
116.jpg,0,0,1388,1006,1552,1199,
116.jpg,2,2,1537,985,1668,1123,
116.jpg,2,2,1594,977,1711,1081,
117.jpg,2,2,626,496,810,624,
117.jpg,2,2,664,608,873,731,
117.jpg,2,2,817,471,969,637,
117.jpg,2,2,873,611,1031,760,
117.jpg,2,2,977,483,1135,639,
117.jpg,2,2,1031,614,1209,793,
117.jpg,2,2,1120,424,1306,651,
117.jpg,2,2,1205,616,1368,859,
117.jpg,1,1,1312,413,1488,636,
117.jpg,1,1,1356,630,1446,769,
117.jpg,1,1,1454,367,1649,610,
117.jpg,1,1,1431,572,1558,770,
117.jpg,0,0,1616,376,1743,615,
117.jpg,0,0,1541,603,1635,768,
117.jpg,0,0,1711,382,1828,591,
117.jpg,0,0,1665,599,1722,761,
117.jpg,0,0,1622,628,1662,743,
117.jpg,0,0,551,568,659,687,
118.jpg,2,2,8,344,130,514,
118.jpg,2,2,128,394,285,576,
118.jpg,1,1,272,410,472,654,
118.jpg,1,1,460,440,738,708,
118.jpg,0,0,735,442,1082,763,
118.jpg,0,0,1128,414,1470,758,
118.jpg,0,0,592,700,808,921,
118.jpg,0,0,808,748,1045,953,
118.jpg,0,0,1090,674,1318,956,
118.jpg,0,0,1332,667,1522,897,
118.jpg,1,1,1540,648,1730,845,
118.jpg,1,1,1722,537,1890,730,
118.jpg,1,1,1705,334,1878,600,
118.jpg,0,0,1880,308,1999,514,
118.jpg,0,0,1872,503,1985,644,
118.jpg,0,0,1462,370,1725,670,
118.jpg,1,1,408,641,588,884,
118.jpg,1,1,240,589,405,789,
118.jpg,1,1,135,550,262,678,
119.jpg,4,4,62,85,410,316,
119.jpg,3,3,112,316,425,511,
119.jpg,2,2,230,487,538,691,
119.jpg,2,2,355,685,628,893,
119.jpg,1,1,540,867,800,1055,
119.jpg,0,0,755,940,1038,1176,
119.jpg,0,0,1098,925,1378,1161,
119.jpg,1,1,1330,834,1588,1023,
119.jpg,1,1,1482,672,1740,895,
119.jpg,2,2,1568,464,1882,700,
119.jpg,3,3,1660,306,1958,503,
119.jpg,4,4,1678,46,1992,342,
12.jpg,2,2,984,406,1261,756,
12.jpg,2,2,728,474,981,724,
12.jpg,0,0,520,508,717,682,
12.jpg,0,0,201,495,543,691,
12.jpg,2,2,51,533,199,665,
12.jpg,2,2,20,660,173,823,
12.jpg,2,2,190,690,516,854,
12.jpg,2,2,520,676,744,896,
12.jpg,2,2,757,670,984,855,
12.jpg,2,2,998,648,1217,885,
12.jpg,1,1,1285,445,1510,777,
12.jpg,1,1,1499,443,1729,805,
12.jpg,0,0,1707,434,1805,685,
12.jpg,0,0,1807,360,1931,654,
12.jpg,0,0,1788,632,1894,809,
120.jpg,4,4,441,344,690,528,
120.jpg,4,4,485,512,726,668,
120.jpg,4,4,537,607,722,754,
120.jpg,2,2,584,682,752,863,
120.jpg,2,2,663,760,760,930,
120.jpg,1,1,749,796,889,967,
120.jpg,0,0,859,840,980,982,
120.jpg,0,0,978,853,1093,982,
120.jpg,0,0,1077,805,1210,989,
120.jpg,0,0,1181,859,1326,1021,
120.jpg,0,0,1279,776,1427,956,
120.jpg,1,1,1320,702,1511,852,
120.jpg,2,2,1367,572,1604,766,
120.jpg,3,3,1491,451,1717,650,
120.jpg,2,2,673,165,783,297,
120.jpg,0,0,606,173,678,254,
120.jpg,1,1,768,172,884,324,
120.jpg,1,1,881,154,1002,321,
120.jpg,1,1,1004,165,1117,344,
120.jpg,1,1,1109,177,1238,341,
120.jpg,1,1,1222,185,1331,323,
120.jpg,1,1,1321,199,1440,319,
120.jpg,1,1,1428,209,1526,305,
120.jpg,1,1,1515,223,1605,302,
120.jpg,1,1,1596,246,1695,307,
121.jpg,0,0,2,396,315,667,
121.jpg,0,0,158,633,380,927,
121.jpg,0,0,330,349,690,672,
121.jpg,0,0,702,308,998,633,
121.jpg,0,0,1002,327,1298,618,
121.jpg,0,0,1308,364,1558,594,
121.jpg,1,1,1560,358,1742,557,
121.jpg,1,1,1742,323,1932,479,
121.jpg,1,1,1582,479,1898,670,
121.jpg,1,1,1368,555,1618,776,
121.jpg,1,1,1152,563,1412,834,
121.jpg,1,1,900,594,1160,877,
121.jpg,0,0,620,620,872,914,
121.jpg,0,0,387,652,618,932,
121.jpg,1,1,35,652,170,884,
122.jpg,1,1,28,338,205,488,
122.jpg,1,1,180,360,455,555,
122.jpg,1,1,110,472,398,706,
122.jpg,1,1,440,379,725,611,
122.jpg,1,1,402,539,635,782,
122.jpg,1,1,722,349,1085,650,
122.jpg,0,0,638,576,898,875,
122.jpg,0,0,902,609,1222,973,
122.jpg,0,0,1082,308,1490,667,
122.jpg,0,0,1230,622,1540,940,
122.jpg,0,0,1485,256,1942,689,
122.jpg,0,0,1540,648,1820,938,
122.jpg,0,0,1858,540,1999,901,
123.jpg,1,1,180,478,259,701,
123.jpg,2,2,272,690,378,892,
123.jpg,1,1,256,450,432,698,
123.jpg,0,0,426,465,602,710,
123.jpg,0,0,585,450,760,696,
123.jpg,1,1,764,478,942,705,
123.jpg,1,1,949,538,1088,707,
123.jpg,1,1,1091,567,1254,709,
123.jpg,2,2,1243,546,1435,689,
123.jpg,0,0,360,687,441,831,
123.jpg,0,0,414,698,509,851,
123.jpg,0,0,469,697,601,855,
123.jpg,0,0,598,682,733,856,
123.jpg,1,1,728,674,901,894,
123.jpg,0,0,893,684,1067,870,
123.jpg,1,1,1067,690,1220,852,
123.jpg,1,1,1219,680,1414,800,
125.jpg,3,3,157,417,373,551,
125.jpg,3,3,185,526,405,673,
125.jpg,2,2,375,444,618,636,
125.jpg,2,2,388,608,671,777,
125.jpg,2,2,604,481,847,668,
125.jpg,2,2,672,631,917,816,
125.jpg,1,1,885,417,1143,695,
125.jpg,1,1,1151,459,1380,718,
125.jpg,1,1,1017,627,1231,881,
125.jpg,1,1,1387,426,1641,732,
125.jpg,1,1,1629,448,1846,728,
125.jpg,1,1,1231,588,1428,839,
125.jpg,0,0,1425,687,1578,839,
125.jpg,1,1,1578,706,1699,823,
125.jpg,1,1,1706,713,1790,821,
125.jpg,1,1,1784,705,1854,832,
126.jpg,1,1,68,410,155,680,
126.jpg,1,1,119,449,207,706,
126.jpg,1,1,172,413,418,716,
126.jpg,0,0,411,425,674,708,
126.jpg,0,0,689,439,917,696,
126.jpg,2,2,922,389,1182,678,
126.jpg,2,2,1191,472,1452,665,
126.jpg,2,2,1441,434,1679,626,
126.jpg,2,2,1676,452,1845,557,
126.jpg,2,2,208,703,302,842,
126.jpg,1,1,306,711,388,825,
126.jpg,0,0,378,704,538,825,
126.jpg,0,0,531,627,689,832,
126.jpg,1,1,697,655,894,844,
126.jpg,1,1,905,626,1117,878,
126.jpg,2,2,1162,623,1424,806,
126.jpg,2,2,1385,603,1696,756,
126.jpg,2,2,1658,537,1939,658,
127.jpg,3,3,126,999,440,1242,
127.jpg,4,4,218,772,538,1088,
127.jpg,2,2,298,623,571,815,
127.jpg,1,1,395,286,616,499,
127.jpg,1,1,564,185,761,340,
127.jpg,1,1,729,86,964,286,
127.jpg,1,1,971,71,1206,284,
127.jpg,1,1,1164,182,1370,361,
127.jpg,1,1,1303,318,1522,539,
127.jpg,4,4,1354,643,1617,837,
127.jpg,4,4,1383,808,1688,1113,
127.jpg,4,4,1516,1002,1760,1285,
129.jpg,2,2,303,428,370,612,
129.jpg,2,2,348,439,427,622,
129.jpg,2,2,385,452,477,627,
129.jpg,2,2,302,605,385,769,
129.jpg,2,2,386,622,480,802,
129.jpg,2,2,1782,444,1851,603,
129.jpg,2,2,1743,592,1858,725,
129.jpg,4,4,1602,602,1757,773,
129.jpg,2,2,1696,428,1774,605,
129.jpg,1,1,1608,434,1711,610,
129.jpg,1,1,1499,636,1661,826,
129.jpg,2,2,1450,350,1605,657,
129.jpg,1,1,1347,586,1506,875,
129.jpg,1,1,1267,384,1445,629,
129.jpg,1,1,1189,616,1347,829,
129.jpg,1,1,456,640,577,846,
129.jpg,2,2,451,400,603,653,
129.jpg,2,2,585,412,764,644,
129.jpg,1,1,569,619,699,818,
129.jpg,1,1,698,623,864,825,
129.jpg,1,1,861,630,1025,801,
129.jpg,1,1,1022,646,1190,821,
129.jpg,0,0,1008,369,1257,664,
129.jpg,0,0,772,370,1012,654,
130.jpg,2,2,485,536,635,712,
130.jpg,2,2,482,699,674,863,
130.jpg,2,2,644,548,779,729,
130.jpg,2,2,664,719,873,907,
130.jpg,1,1,835,732,1002,959,
130.jpg,1,1,757,557,906,735,
130.jpg,1,1,903,537,1090,773,
130.jpg,1,1,1001,719,1176,928,
130.jpg,0,0,1080,538,1282,763,
130.jpg,0,0,1286,517,1514,784,
130.jpg,0,0,1519,517,1711,783,
130.jpg,1,1,1715,541,1824,749,
130.jpg,2,2,1827,497,1908,759,
130.jpg,0,0,1180,743,1345,924,
130.jpg,0,0,1337,769,1495,916,
130.jpg,0,0,1499,767,1627,927,
130.jpg,0,0,1624,737,1740,932,
130.jpg,1,1,1738,733,1834,955,
130.jpg,1,1,1818,750,1893,902,
131.jpg,0,0,212,461,289,678,
131.jpg,0,0,258,479,366,672,
131.jpg,1,1,348,438,529,691,
131.jpg,0,0,528,431,731,691,
131.jpg,1,1,734,449,938,668,
131.jpg,1,1,940,418,1127,685,
131.jpg,1,1,1128,475,1276,650,
131.jpg,1,1,1272,485,1434,651,
131.jpg,2,2,1437,490,1592,639,
131.jpg,1,1,264,667,302,825,
131.jpg,1,1,299,661,353,817,
131.jpg,0,0,358,677,456,814,
131.jpg,0,0,457,678,563,822,
131.jpg,0,0,574,687,698,838,
131.jpg,0,0,703,629,858,851,
131.jpg,1,1,867,629,1043,887,
131.jpg,1,1,1047,671,1214,853,
131.jpg,2,2,1170,639,1401,804,
131.jpg,2,2,1370,631,1590,755,
134.jpg,2,2,162,491,395,694,
134.jpg,1,1,266,657,481,849,
134.jpg,1,1,381,516,531,676,
134.jpg,1,1,472,573,674,816,
134.jpg,1,1,679,531,881,770,
134.jpg,0,0,879,552,1068,742,
134.jpg,0,0,1074,560,1248,729,
134.jpg,2,2,1238,540,1432,795,
134.jpg,0,0,1369,511,1516,628,
134.jpg,0,0,1466,575,1638,826,
134.jpg,0,0,1536,497,1701,679,
134.jpg,1,1,1621,664,1812,867,
134.jpg,2,2,1679,529,1869,708,
135.jpg,2,2,208,474,441,657,
135.jpg,2,2,439,482,712,687,
135.jpg,1,1,724,521,875,726,
135.jpg,1,1,556,658,806,867,
135.jpg,1,1,356,644,562,753,
135.jpg,1,1,799,592,1025,838,
135.jpg,2,2,1034,558,1248,806,
135.jpg,0,0,1248,596,1435,781,
135.jpg,0,0,1436,604,1616,797,
135.jpg,2,2,1609,584,1788,831,
135.jpg,0,0,1801,623,1952,855,
135.jpg,0,0,1739,558,1846,675,
136.jpg,1,1,113,551,258,687,
136.jpg,1,1,14,623,182,883,
136.jpg,2,2,189,563,401,798,
136.jpg,0,0,403,587,603,786,
136.jpg,0,0,605,591,806,790,
136.jpg,2,2,803,563,1045,829,
136.jpg,0,0,1052,595,1292,883,
136.jpg,1,1,1281,690,1528,930,
136.jpg,1,1,1331,526,1609,750,
136.jpg,1,1,1494,687,1701,829,
136.jpg,3,3,1614,593,1882,707,
136.jpg,0,0,977,529,1153,658,
136.jpg,0,0,1181,487,1383,739,
137.jpg,3,3,0,906,371,1291,
137.jpg,4,4,200,744,493,956,
137.jpg,4,4,246,415,546,727,
137.jpg,0,0,426,282,601,458,
137.jpg,5,5,601,210,780,394,
137.jpg,4,4,763,168,1012,363,
137.jpg,5,5,1006,180,1230,386,
137.jpg,5,5,1231,253,1419,443,
137.jpg,4,4,1469,493,1776,817,
137.jpg,5,5,1538,756,1901,1121,
14.jpg,5,5,1608,1037,1843,1261,
14.jpg,3,3,1525,792,1778,1010,
14.jpg,2,2,1404,524,1682,795,
14.jpg,0,0,1355,356,1587,515,
14.jpg,1,1,1317,199,1499,357,
14.jpg,0,0,1196,72,1381,243,
14.jpg,0,0,1001,28,1190,214,
14.jpg,0,0,775,45,972,226,
14.jpg,0,0,626,93,769,218,
14.jpg,0,0,425,150,640,332,
14.jpg,0,0,322,291,541,474,
14.jpg,0,0,246,425,464,604,
14.jpg,3,3,154,563,425,846,
14.jpg,2,2,134,836,401,1068,
14.jpg,2,2,131,1072,379,1291,
140.jpg,1,1,244,438,412,619,
140.jpg,1,1,392,384,621,684,
140.jpg,1,1,274,599,392,731,
140.jpg,1,1,418,677,535,772,
140.jpg,0,0,537,661,672,796,
140.jpg,0,0,667,675,840,865,
140.jpg,0,0,835,684,956,793,
140.jpg,0,0,977,650,1128,820,
140.jpg,0,0,614,393,889,691,
140.jpg,0,0,869,465,1087,733,
140.jpg,0,0,1083,479,1286,767,
140.jpg,0,0,1127,684,1338,934,
140.jpg,0,0,1269,516,1424,718,
140.jpg,1,1,1345,699,1422,786,
140.jpg,2,2,1418,605,1574,776,
140.jpg,2,2,1456,503,1629,642,
142.jpg,2,2,298,752,556,1012,
142.jpg,2,2,409,644,647,829,
142.jpg,1,1,385,475,628,661,
142.jpg,1,1,461,312,661,514,
142.jpg,1,1,615,216,801,380,
142.jpg,1,1,741,120,970,282,
142.jpg,2,2,973,140,1189,339,
142.jpg,1,1,1180,225,1356,383,
142.jpg,1,1,1325,257,1519,468,
142.jpg,1,1,1321,456,1556,664,
142.jpg,1,1,1366,643,1599,810,
142.jpg,2,2,1380,784,1650,993,
142.jpg,2,2,1406,962,1673,1145,
142.jpg,0,0,337,1054,432,1188,
142.jpg,0,0,402,1023,531,1243,
142.jpg,0,0,534,1057,709,1241,
142.jpg,0,0,670,1102,908,1245,
142.jpg,0,0,912,1105,1148,1272,
142.jpg,0,0,1137,1160,1322,1273,
143.jpg,4,4,180,820,492,1130,
143.jpg,4,4,293,555,611,863,
143.jpg,2,2,416,366,682,592,
143.jpg,2,2,525,165,764,427,
143.jpg,1,1,702,95,890,281,
143.jpg,1,1,893,75,1066,236,
143.jpg,1,1,1063,55,1257,202,
143.jpg,1,1,1227,37,1389,194,
143.jpg,0,0,1272,181,1454,355,
143.jpg,0,0,1348,270,1553,490,
143.jpg,1,1,1514,355,1737,595,
143.jpg,0,0,1466,599,1721,825,
143.jpg,4,4,1451,810,1773,1102,
143.jpg,1,1,1467,1089,1786,1265,
144.jpg,2,2,92,360,200,533,
144.jpg,2,2,195,439,300,695,
144.jpg,1,1,269,490,419,719,
144.jpg,0,0,393,470,599,757,
144.jpg,1,1,606,511,792,747,
144.jpg,3,3,410,712,608,890,
144.jpg,3,3,609,718,770,828,
144.jpg,3,3,770,742,899,814,
144.jpg,0,0,748,453,1022,772,
144.jpg,0,0,1025,435,1280,733,
144.jpg,1,1,1040,729,1160,797,
144.jpg,0,0,1169,718,1282,776,
144.jpg,2,2,1296,715,1481,841,
144.jpg,2,2,1497,681,1656,808,
144.jpg,2,2,1664,596,1788,740,
144.jpg,0,0,1286,456,1482,730,
144.jpg,0,0,1474,438,1669,691,
144.jpg,0,0,1640,455,1752,701,
145.jpg,0,0,456,496,657,718,
145.jpg,0,0,651,509,886,761,
145.jpg,0,0,854,557,954,750,
145.jpg,2,2,953,501,1066,770,
145.jpg,3,3,448,681,656,909,
