image,class_id,class_name,xmin,ymin,xmax,ymax,score
anonymous-mandibularView-1727416019086.jpg,0,0,170,270,540,565,
anonymous-mandibularView-1727416019086.jpg,0,0,292,461,673,768,
anonymous-mandibularView-1727416019086.jpg,0,0,1583,105,1894,380,
anonymous-mandibularView-1727416019086.jpg,0,0,1564,317,1881,572,
anonymous-mandibularView-1727431008520.jpg,0,0,68,421,364,674,
anonymous-mandibularView-1727431008520.jpg,0,0,123,602,440,866,
anonymous-mandibularView-1727431008520.jpg,0,0,1409,368,1701,627,
anonymous-mandibularView-1727431008520.jpg,0,0,1380,545,1642,818,
anonymous-mandibularView-1727433589106.jpg,0,0,141,446,383,668,
anonymous-mandibularView-1727433589106.jpg,0,0,1082,376,1298,590,
anonymous-mandibularView-1727433589106.jpg,0,0,1163,217,1343,412,
anonymous-mandibularView-1727433589106.jpg,0,0,111,281,311,454,
anonymous-mandibularView-1727433589106.jpg,0,0,1190,93,1334,217,
anonymous-mandibularView-1727771992745.jpg,0,0,1376,194,1622,383,
anonymous-mandibularView-1727771992745.jpg,0,0,1345,359,1601,565,
anonymous-mandibularView-1727771992745.jpg,0,0,263,438,551,676,
anonymous-mandibularView-1727771992745.jpg,0,0,161,271,438,496,
anonymous-mandibularView-1727868820474.jpg,0,0,1076,163,1099,167,
anonymous-mandibularView-1727868820474.jpg,0,0,1067,182,1289,391,
anonymous-mandibularView-1727868820474.jpg,0,0,62,189,266,389,
anonymous-mandibularView-1727868820474.jpg,0,0,1007,335,1250,569,
anonymous-mandibularView-1727868820474.jpg,0,0,963,498,1161,662,
anonymous-mandibularView-1727868820474.jpg,0,0,148,510,348,649,
anonymous-maxillaryView-1726818272842.jpg,0,0,1406,712,1646,870,
anonymous-maxillaryView-1726818272842.jpg,0,0,1410,774,1704,1018,
anonymous-maxillaryView-1726818272842.jpg,0,0,1420,964,1676,1082,
anonymous-maxillaryView-1726818272842.jpg,0,0,138,716,370,874,
anonymous-maxillaryView-1726818272842.jpg,0,0,72,794,364,1018,
anonymous-maxillaryView-1726818272842.jpg,0,0,74,970,312,1098,
anonymous-maxillaryView-1727160761306.jpg,0,0,2042,908,2445,1177,
anonymous-maxillaryView-1727160761306.jpg,0,0,683,896,988,1118,
anonymous-maxillaryView-1727160761306.jpg,0,0,643,1068,1021,1334,
anonymous-maxillaryView-1727160761306.jpg,0,0,2054,1137,2378,1277,
anonymous-maxillaryView-1727327113592.jpg,0,0,2044,1528,2410,1713,
anonymous-maxillaryView-1727327113592.jpg,0,0,2071,1330,2539,1576,
anonymous-maxillaryView-1727327113592.jpg,0,0,148,1315,483,1559,
anonymous-maxillaryView-1727340387588.jpg,0,0,180,1106,712,1448,
anonymous-maxillaryView-1727340387588.jpg,0,0,151,1396,651,1603,
anonymous-maxillaryView-1727340387588.jpg,0,0,2086,1038,2543,1398,
anonymous-maxillaryView-1727411807568.jpg,0,0,565,1158,1045,1512,
anonymous-maxillaryView-1727411807568.jpg,0,0,2334,1253,2837,1542,
anonymous-maxillaryView-1727411807568.jpg,0,0,2362,1486,2847,1709,
anonymous-maxillaryView-1727411807568.jpg,0,0,2350,1640,2855,1958,
anonymous-maxillaryView-1727411807568.jpg,0,0,637,924,1109,1283,
anonymous-maxillaryView-1727759978916.jpg,0,0,2106,1233,2609,1682,
anonymous-maxillaryView-1727778452432.jpg,0,0,493,208,720,446,
anonymous-maxillaryView-1727868347839.jpg,0,0,332,432,592,660,
anonymous-maxillaryView-1727868347839.jpg,0,0,297,599,556,788,
anonymous-maxillaryView-1727868347839.jpg,0,0,1333,592,1582,764,
anonymous-maxillaryView-1727868347839.jpg,0,0,1356,749,1596,907,
anonymous-maxillaryView-1727868347839.jpg,0,0,1417,1065,1660,1203,
anonymous-maxillaryView-1727868347839.jpg,0,0,183,703,491,992,
anonymous-maxillaryView-1727868347839.jpg,0,0,158,888,399,1096,
anonymous-maxillaryView-1727868347839.jpg,0,0,1400,849,1664,1101,
anonymous-maxillaryView-1727868347839.jpg,0,0,1456,1199,1630,1303,
anonymous-rightLateralView-1727868621582.jpg,0,0,358,443,565,574,
anonymous-rightLateralView-1727879886967.jpg,0,0,770,236,1052,584,
anonymous_003-007-1006-00_1731044633484_Mandibular_View.jpg,0,0,127,704,599,1146,
anonymous_003-007-1006-00_1731044633484_Mandibular_View.jpg,0,0,2141,458,2618,937,
anonymous_003-007-1006-00_1731044633484_Mandibular_View.jpg,0,0,71,332,478,753,
anonymous_003-007-1056-00_1731387137891_Mandibular_View.jpg,0,0,74,138,441,499,
anonymous_003-007-1056-00_1731387137891_Mandibular_View.jpg,0,0,1856,711,2201,1099,
anonymous_003-007-1059-01_1731392005920_Mandibular_View.jpg,0,0,145,468,637,795,
anonymous_003-007-1059-01_1731392005920_Mandibular_View.jpg,0,0,2230,484,2768,976,
anonymous_003-007-1061-01_1731394531816_Maxillary_Occlusal_View.jpg,0,0,169,1036,765,1403,
anonymous_003-007-1061-01_1731394531816_Maxillary_Occlusal_View.jpg,0,0,23,1528,569,1978,
anonymous_003-007-1061-01_1731394531816_Maxillary_Occlusal_View.jpg,0,0,2590,1911,3098,2182,
anonymous_003-007-1061-01_1731394531816_Maxillary_Occlusal_View.jpg,0,0,98,1894,594,2186,
anonymous_003-007-1080-00_1731475512134_Maxillary_Occlusal_View.jpg,0,0,2736,1128,3231,1465,
anonymous_003-007-1095-01_1732255771018_Mandibular_View.jpg,0,0,52,200,470,560,
anonymous_003-007-1095-01_1732255771018_Mandibular_View.jpg,0,0,170,551,591,921,
anonymous_003-007-1095-01_1732255771018_Mandibular_View.jpg,0,0,1918,151,2315,521,
anonymous_003-007-1095-01_1732255771018_Mandibular_View.jpg,0,0,1867,515,2240,894,
anonymous_003-007-1098-00_1732258945547_Maxillary_Occlusal_View.jpg,0,0,37,1095,513,1454,
anonymous_003-007-1098-00_1732258945547_Maxillary_Occlusal_View.jpg,0,0,2113,1095,2626,1336,
anonymous_003-007-1098-00_1732258945547_Right_Lateral_View.jpg,0,0,243,359,536,609,
anonymous_003-007-1125-01_1732514795040_Mandibular_View.jpg,0,0,1749,97,2143,492,
anonymous_003-007-1125-01_1732514795040_Mandibular_View.jpg,0,0,1697,434,2104,859,
anonymous_003-007-1125-01_1732514795040_Mandibular_View.jpg,0,0,74,636,472,1080,
anonymous_003-007-1147-00_1732601448785_Maxillary_Occlusal_View.jpg,0,0,168,1203,581,1456,
anonymous_003-007-1147-00_1732601448785_Maxillary_Occlusal_View.jpg,0,0,2294,1358,2761,1710,
anonymous_003-007-1164-01_1732681409763_Mandibular_View.jpg,0,0,1877,393,2318,793,
anonymous_003-007-1164-01_1732681409763_Mandibular_View.jpg,0,0,211,601,668,982,
anonymous_003-007-1164-01_1732681409763_Mandibular_View.jpg,0,0,150,327,535,682,
anonymous_003-007-1164-01_1732681409763_Maxillary_Occlusal_View.jpg,0,0,118,1251,652,1691,
anonymous_003-007-1164-01_1732681409763_Maxillary_Occlusal_View.jpg,0,0,128,1536,580,1889,
anonymous_003-007-1172-00_1732692324606_Maxillary_Occlusal_View.jpg,0,0,162,1376,678,1873,
anonymous_003-007-1172-00_1732692324606_Maxillary_Occlusal_View.jpg,0,0,210,1776,586,2130,
anonymous_003-007-1172-00_1732692324606_Maxillary_Occlusal_View.jpg,0,0,2202,1435,2748,1873,
anonymous_003-007-1172-00_1732692324606_Maxillary_Occlusal_View.jpg,0,0,2272,1776,2732,2146,
anonymous_003-007-1173-01_1732693678905_Mandibular_View.jpg,0,0,27,111,371,455,
anonymous_003-007-1173-01_1732693678905_Mandibular_View.jpg,0,0,103,428,477,807,
anonymous_003-007-1173-01_1732693678905_Mandibular_View.jpg,0,0,1669,361,2053,768,
anonymous_003-007-1173-01_1732693678905_Mandibular_View.jpg,0,0,1730,28,2109,405,
anonymous_003-007-1213-01_1732862150627_Maxillary_Occlusal_View.jpg,0,0,93,1419,545,1685,
anonymous_003-007-1215-01_1732863751319_Mandibular_View.jpg,0,0,54,215,480,602,
anonymous_003-007-1215-01_1732863751319_Mandibular_View.jpg,0,0,133,539,567,984,
anonymous_003-007-1215-01_1732863751319_Mandibular_View.jpg,0,0,1917,63,2330,443,
anonymous_003-007-1215-01_1732863751319_Mandibular_View.jpg,0,0,1852,417,2313,837,
anonymous_003-007-1215-01_1732863751319_Right_Lateral_View.jpg,0,0,300,726,547,896,
anonymous_003-007-1216-00_1732864099480_Maxillary_Occlusal_View.jpg,0,0,134,1217,611,1587,
anonymous_003-007-1216-00_1732864099480_Maxillary_Occlusal_View.jpg,0,0,200,1514,538,1773,
anonymous_003-007-1216-00_1732864099480_Maxillary_Occlusal_View.jpg,0,0,1975,1451,2327,1723,
anonymous_003-007-1236-01_1732949543707_Maxillary_Occlusal_View.jpg,0,0,2055,978,2530,1212,
anonymous_003-007-1236-01_1732949543707_Maxillary_Occlusal_View.jpg,0,0,114,1432,496,1664,
anonymous_003-007-1236-01_1732949543707_Maxillary_Occlusal_View.jpg,0,0,251,768,660,1050,
anonymous_003-007-1237-00_1732950198369_Mandibular_View.jpg,0,0,1964,78,2310,420,
anonymous_003-007-1239-00_1732953329744_Maxillary_Occlusal_View.jpg,0,0,48,1594,498,1899,
anonymous_003-007-1239-00_1732953329744_Maxillary_Occlusal_View.jpg,0,0,2181,1236,2648,1529,
anonymous_003-007-1239-00_1732953329744_Maxillary_Occlusal_View.jpg,0,0,2238,1856,2734,2084,
anonymous_003-007-1262-01_1733124217293_Maxillary_Occlusal_View.jpg,0,0,144,976,575,1373,
anonymous_003-007-1262-01_1733124217293_Maxillary_Occlusal_View.jpg,0,0,127,1333,594,1700,
anonymous_003-007-1262-01_1733124217293_Maxillary_Occlusal_View.jpg,0,0,2099,1428,2580,1781,
anonymous_003-007-1280-01_1733292935145_Mandibular_View.jpg,0,0,37,99,499,524,
anonymous_003-007-1280-01_1733292935145_Mandibular_View.jpg,0,0,92,474,633,922,
anonymous_003-007-1280-01_1733292935145_Mandibular_View.jpg,0,0,1924,486,2433,918,
anonymous_003-007-1283-00_1733297000416_Mandibular_View.jpg,0,0,2107,414,2581,774,
anonymous_003-007-1283-00_1733297000416_Mandibular_View.jpg,0,0,269,767,702,1179,
anonymous_003-007-1316-01_1733462861973_Maxillary_Occlusal_View.jpg,0,0,149,1182,659,1608,
anonymous_003-007-1316-01_1733462861973_Maxillary_Occlusal_View.jpg,0,0,2177,1006,2587,1306,
anonymous_003-007-1316-01_1733462861973_Maxillary_Occlusal_View.jpg,0,0,2167,1244,2667,1647,
anonymous_003-007-1316-01_1733462861973_Maxillary_Occlusal_View.jpg,0,0,2213,1616,2651,1859,
anonymous_003-007-1319-00_1733466947980_Mandibular_View.jpg,0,0,1884,122,2235,463,
anonymous_003-007-1319-00_1733466947980_Mandibular_View.jpg,0,0,1762,404,2189,838,
anonymous_003-007-1319-00_1733466947980_Mandibular_View.jpg,0,0,15,155,370,514,
anonymous_003-007-1319-00_1733466947980_Mandibular_View.jpg,0,0,99,450,519,848,
anonymous_003-007-1334-01_1733549416124_Maxillary_Occlusal_View.jpg,0,0,2155,1315,2613,1726,
anonymous_003-007-1343-01_1733556695047_Mandibular_View.jpg,0,0,135,11,529,395,
anonymous_003-007-1343-01_1733556695047_Mandibular_View.jpg,0,0,222,343,622,743,
anonymous_003-007-1343-01_1733556695047_Mandibular_View.jpg,0,0,331,650,655,950,
anonymous_003-007-1343-01_1733556695047_Mandibular_View.jpg,0,0,2003,2,2366,393,
anonymous_003-007-1343-01_1733556695047_Mandibular_View.jpg,0,0,1892,308,2303,734,
anonymous_003-007-1343-01_1733556695047_Mandibular_View.jpg,0,0,1827,628,2142,945,
anonymous_003-007-1359-00_1733722491507_Maxillary_Occlusal_View.jpg,0,0,208,847,687,1228,
anonymous_003-007-1361-00_1733724284664_Mandibular_View.jpg,0,0,264,528,564,893,
anonymous_003-007-1382-00_1733807613592_Maxillary_Occlusal_View.jpg,0,0,211,1039,611,1342,
anonymous_003-007-1382-00_1733807613592_Maxillary_Occlusal_View.jpg,0,0,84,1249,579,1683,
anonymous_003-007-1382-00_1733807613592_Maxillary_Occlusal_View.jpg,0,0,2062,866,2526,1183,
anonymous_003-007-1387-01_1733816504123_Mandibular_View.jpg,0,0,135,254,508,606,
anonymous_003-007-1387-01_1733816504123_Mandibular_View.jpg,0,0,181,535,606,942,
anonymous_003-007-1387-01_1733816504123_Mandibular_View.jpg,0,0,1948,77,2391,435,
anonymous_003-007-1387-01_1733816504123_Mandibular_View.jpg,0,0,1862,381,2312,789,
anonymous_003-007-1387-01_1733816504123_Maxillary_Occlusal_View.jpg,0,0,57,1200,557,1580,
anonymous_003-007-1387-01_1733816504123_Maxillary_Occlusal_View.jpg,0,0,169,782,612,1089,
anonymous_003-007-1387-01_1733816504123_Maxillary_Occlusal_View.jpg,0,0,121,1032,566,1259,
anonymous_003-007-1387-01_1733816504123_Maxillary_Occlusal_View.jpg,0,0,2021,1268,2498,1594,
anonymous_003-007-1387-01_1733816504123_Maxillary_Occlusal_View.jpg,0,0,1946,832,2405,1121,
anonymous_003-007-1387-01_1733816504123_Maxillary_Occlusal_View.jpg,0,0,1991,1100,2439,1294,
anonymous_003-007-1397-01_1733892390896_Maxillary_Occlusal_View.jpg,0,0,222,971,656,1404,
anonymous_003-007-1397-01_1733892390896_Maxillary_Occlusal_View.jpg,0,0,176,1297,609,1715,
anonymous_003-007-1397-01_1733892390896_Maxillary_Occlusal_View.jpg,0,0,1939,1397,2426,1832,
anonymous_003-007-1398-00_1733892905827_Maxillary_Occlusal_View.jpg,0,0,218,1409,739,1852,
anonymous_003-007-1398-00_1733892905827_Maxillary_Occlusal_View.jpg,0,0,266,1806,780,2193,
anonymous_003-007-1399-01_1733893694425_Mandibular_View.jpg,0,0,2093,168,2521,616,
anonymous_003-007-1399-01_1733893694425_Mandibular_View.jpg,0,0,1950,520,2423,994,
anonymous_003-007-1399-01_1733893694425_Mandibular_View.jpg,0,0,191,439,623,870,
anonymous_003-007-1399-01_1733893694425_Mandibular_View.jpg,0,0,287,789,632,1076,
anonymous_003-007-1404-00_1733900046678_Maxillary_Occlusal_View.jpg,0,0,1846,845,2231,1130,
anonymous_003-007-1404-00_1733900046678_Maxillary_Occlusal_View.jpg,0,0,1929,1391,2348,1641,
anonymous_003-007-1404-00_1733900046678_Maxillary_Occlusal_View.jpg,0,0,1865,1051,2352,1451,
anonymous_003-007-1405-01_1733903046895_Mandibular_View.jpg,0,0,2195,78,2626,500,
anonymous_003-007-1446-00_1734067718905_Maxillary_Occlusal_View.jpg,0,0,220,981,623,1249,
anonymous_003-007-1446-00_1734067718905_Maxillary_Occlusal_View.jpg,0,0,2128,1103,2542,1318,
anonymous_003-007-1446-00_1734067718905_Maxillary_Occlusal_View.jpg,0,0,150,1496,584,1793,
anonymous_003-007-1446-00_1734067718905_Maxillary_Occlusal_View.jpg,0,0,2199,1593,2628,1862,
anonymous_003-007-1446-00_1734067718905_Maxillary_Occlusal_View.jpg,0,0,2169,1267,2640,1659,
anonymous_003-007-1450-00_1734072285446_Mandibular_View.jpg,0,0,32,369,434,788,
anonymous_003-007-1450-00_1734072285446_Mandibular_View.jpg,0,0,109,685,579,1144,
anonymous_003-007-1450-00_1734072285446_Mandibular_View.jpg,0,0,2098,176,2577,603,
anonymous_003-007-1450-00_1734072285446_Mandibular_View.jpg,0,0,1995,533,2536,1033,
anonymous_003-007-1453-01_1734076182590_Mandibular_View.jpg,0,0,166,257,568,635,
anonymous_003-007-1453-01_1734076182590_Mandibular_View.jpg,0,0,164,577,624,1021,
anonymous_003-007-1453-01_1734076182590_Mandibular_View.jpg,0,0,2242,233,2688,648,
anonymous_003-007-1453-01_1734076182590_Mandibular_View.jpg,0,0,2183,570,2681,1057,
anonymous_003-007-582-01_1728975199886_Mandibular_View.jpg,0,0,2112,42,2428,320,
anonymous_003-007-582-01_1728975199886_Mandibular_View.jpg,0,0,244,63,622,320,
anonymous_003-007-584-01_1728978916496_Mandibular_View.jpg,0,0,119,416,555,834,
anonymous_003-007-584-01_1728978916496_Mandibular_View.jpg,0,0,1698,452,2115,831,
anonymous_003-007-611-00_1729064406517_Maxillary_Occlusal_View.jpg,0,0,626,840,1166,1204,
anonymous_003-007-611-00_1729064406517_Maxillary_Occlusal_View.jpg,0,0,346,1396,890,1944,
anonymous_003-007-611-00_1729064406517_Maxillary_Occlusal_View.jpg,0,0,354,1820,898,2160,
anonymous_003-007-611-00_1729064406517_Maxillary_Occlusal_View.jpg,0,0,2750,1300,3258,1592,
anonymous_003-007-611-00_1729064406517_Maxillary_Occlusal_View.jpg,0,0,2754,1552,3314,1996,
anonymous_003-007-611-00_1729064406517_Maxillary_Occlusal_View.jpg,0,0,2686,1884,3210,2200,
anonymous_003-007-631-01_1729143366138_Mandibular_View.jpg,0,0,30,260,504,660,
anonymous_003-007-631-01_1729143366138_Mandibular_View.jpg,0,0,1984,53,2481,534,
anonymous_003-007-642-00_1729154783455_Left_Lateral_View.jpg,0,0,904,391,1177,581,
anonymous_003-007-662-01_1729231169609_Left_Lateral_View.jpg,0,0,718,629,994,905,
anonymous_003-007-663-00_1729231959410_Right_Lateral_View.jpg,0,0,573,881,1023,1146,
anonymous_003-007-663-00_1729231959410_Right_Lateral_View.jpg,0,0,742,1081,1188,1381,
anonymous_003-007-693-01_1729314947717_Maxillary_Occlusal_View.jpg,0,0,1746,882,2048,1090,
anonymous_003-007-693-01_1729314947717_Maxillary_Occlusal_View.jpg,0,0,1770,1055,2097,1350,
anonymous_003-007-697-01_1729320929604_Frontal_View.jpg,0,0,156,371,300,505,
anonymous_003-007-698-00_1729321479031_Mandibular_View.jpg,0,0,59,286,300,503,
anonymous_003-007-698-00_1729321479031_Mandibular_View.jpg,0,0,1091,107,1252,283,
anonymous_003-007-698-00_1729321479031_Mandibular_View.jpg,0,0,1028,266,1237,457,
anonymous_003-007-698-00_1729321479031_Mandibular_View.jpg,0,0,1026,430,1185,546,
anonymous_003-007-711-00_1729486430166_Maxillary_Occlusal_View.jpg,0,0,40,984,466,1259,
anonymous_003-007-711-00_1729486430166_Maxillary_Occlusal_View.jpg,0,0,1658,731,1958,882,
anonymous_003-007-711-00_1729486430166_Maxillary_Occlusal_View.jpg,0,0,1631,874,1997,1105,
anonymous_003-007-720-01_1729497532540_Mandibular_View.jpg,0,0,60,47,300,273,
anonymous_003-007-720-01_1729497532540_Mandibular_View.jpg,0,0,112,267,351,496,
anonymous_003-007-720-01_1729497532540_Mandibular_View.jpg,0,0,1322,35,1578,278,
anonymous_003-007-720-01_1729497532540_Mandibular_View.jpg,0,0,1225,253,1509,505,
anonymous_003-007-720-01_1729497532540_Mandibular_View.jpg,0,0,1162,476,1391,654,
anonymous_003-007-720-01_1729497532540_Mandibular_View.jpg,0,0,162,500,376,669,
anonymous_003-007-753-00_1729659446300_Mandibular_View.jpg,0,0,1768,360,2154,746,
anonymous_003-007-753-00_1729659446300_Mandibular_View.jpg,0,0,1805,694,2154,985,
anonymous_003-007-753-00_1729659446300_Mandibular_View.jpg,0,0,191,385,594,754,
anonymous_003-007-753-00_1729659446300_Mandibular_View.jpg,0,0,142,26,499,394,
anonymous_003-007-753-00_1729659446300_Mandibular_View.jpg,0,0,1791,46,2168,371,
anonymous_003-007-767-00_1729747427987_Maxillary_Occlusal_View.jpg,0,0,886,237,1308,656,
anonymous_003-007-767-00_1729747427987_Maxillary_Occlusal_View.jpg,0,0,446,1313,935,1632,
anonymous_003-007-767-00_1729747427987_Maxillary_Occlusal_View.jpg,0,0,454,1948,895,2197,
anonymous_003-007-767-00_1729747427987_Maxillary_Occlusal_View.jpg,0,0,2778,1564,3332,1975,
anonymous_003-007-774-00_1729755584991_Maxillary_Occlusal_View.jpg,0,0,88,1856,540,2118,
anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,0,0,34,106,316,335,
anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,0,0,128,314,432,559,
anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,0,0,238,528,463,677,
anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,0,0,1293,53,1522,241,
anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,0,0,1277,241,1548,449,
anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,0,0,1299,430,1532,559,
anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,0,0,1277,561,1504,731,
anonymous_003-007-806-00_1729919233160_Maxillary_Occlusal_View.jpg,0,0,217,1242,813,1650,
anonymous_003-007-806-00_1729919233160_Maxillary_Occlusal_View.jpg,0,0,113,1568,778,2072,
anonymous_003-007-806-00_1729919233160_Maxillary_Occlusal_View.jpg,0,0,100,1976,730,2342,
anonymous_003-007-806-00_1729919233160_Maxillary_Occlusal_View.jpg,0,0,2570,1289,3091,1611,
anonymous_003-007-806-00_1729919233160_Maxillary_Occlusal_View.jpg,0,0,2487,1559,3074,1963,
anonymous_003-007-806-00_1729919233160_Maxillary_Occlusal_View.jpg,0,0,2465,1889,2970,2185,
anonymous_003-007-830-00_1730091915668_Mandibular_View.jpg,0,0,29,228,331,556,
anonymous_003-007-830-00_1730091915668_Mandibular_View.jpg,0,0,1673,144,1989,442,
anonymous_003-007-830-00_1730091915668_Mandibular_View.jpg,0,0,1596,419,1941,716,
anonymous_003-007-830-00_1730091915668_Mandibular_View.jpg,0,0,1550,686,1831,937,
anonymous_003-007-837-00_1730101031010_Mandibular_View.jpg,0,0,1868,264,2256,628,
anonymous_003-007-843-01_1730177825800_Mandibular_View.jpg,0,0,2183,64,2600,488,
anonymous_003-007-846-00_1730181536968_Mandibular_View.jpg,0,0,1772,400,2206,802,
anonymous_003-007-846-00_1730181536968_Mandibular_View.jpg,0,0,1708,721,2110,1136,
anonymous_003-007-846-00_1730181536968_Mandibular_View.jpg,0,0,193,456,614,861,
anonymous_003-007-846-00_1730181536968_Mandibular_View.jpg,0,0,1706,719,2108,1134,
anonymous_003-007-867-01_1730261098640_Mandibular_View.jpg,0,0,67,538,450,892,
anonymous_003-007-874-01_1730269462019_Mandibular_View.jpg,0,0,67,145,495,559,
anonymous_003-007-874-01_1730269462019_Mandibular_View.jpg,0,0,156,523,551,928,
anonymous_003-007-874-01_1730269462019_Mandibular_View.jpg,0,0,359,853,653,1245,
anonymous_003-007-874-01_1730269462019_Mandibular_View.jpg,0,0,1803,520,2195,881,
anonymous_003-007-874-01_1730269462019_Mandibular_View.jpg,0,0,1742,834,2051,1139,
anonymous_003-007-874-01_1730269462019_Mandibular_View.jpg,0,0,1987,148,2323,606,
anonymous_003-007-877-01_1730274074804_Mandibular_View.jpg,0,0,2137,439,2602,939,
anonymous_003-007-877-01_1730274074804_Mandibular_View.jpg,0,0,209,429,616,811,
anonymous_003-007-877-01_1730274074804_Mandibular_View.jpg,0,0,270,794,635,1208,
anonymous_003-007-877-01_1730274074804_Mandibular_View.jpg,0,0,179,76,602,457,
anonymous_003-007-877-01_1730274074804_Mandibular_View.jpg,0,0,2207,97,2637,457,
anonymous_003-007-896-01_1730347046750_Mandibular_View.jpg,0,0,1950,125,2369,460,
anonymous_003-007-896-01_1730347046750_Mandibular_View.jpg,0,0,1872,456,2319,760,
anonymous_003-007-896-01_1730347046750_Mandibular_View.jpg,0,0,1800,750,2222,1135,
anonymous_003-007-901-00_1730354419378_Mandibular_View.jpg,0,0,72,97,390,378,
anonymous_003-007-901-00_1730354419378_Mandibular_View.jpg,0,0,148,339,511,673,
anonymous_003-007-901-00_1730354419378_Mandibular_View.jpg,0,0,1651,311,1976,634,
anonymous_003-007-901-00_1730354419378_Mandibular_View.jpg,0,0,1639,596,1907,860,
anonymous_003-007-923-00_1730699938519_Mandibular_View.jpg,0,0,89,120,464,463,
anonymous_003-007-923-00_1730699938519_Mandibular_View.jpg,0,0,1895,172,2277,481,
anonymous_003-007-923-00_1730699938519_Mandibular_View.jpg,0,0,1834,469,2258,793,
anonymous_003-007-923-00_1730699938519_Mandibular_View.jpg,0,0,168,460,586,830,
anonymous_003-007-923-00_1730699938519_Mandibular_View.jpg,0,0,1795,751,2107,1008,
anonymous_003-007-950-00_1730792603619_Left_Lateral_View.jpg,0,0,520,549,776,765,
anonymous_003-007-962-00_1730870024975_Mandibular_View.jpg,0,0,1976,643,2418,1138,
anonymous_003-007-963-01_1730871948653_Maxillary_Occlusal_View.jpg,0,0,2496,1771,3153,2257,
anonymous_003-007-965-01_1730877244468_Maxillary_Occlusal_View.jpg,0,0,2288,1279,2756,1579,
anonymous_003-007-965-01_1730877244468_Maxillary_Occlusal_View.jpg,0,0,8,1491,524,1947,
anonymous_003-007-986-01_1730958260724_Maxillary_Occlusal_View.jpg,0,0,326,1356,867,1884,
anonymous_003-007-986-01_1730958260724_Maxillary_Occlusal_View.jpg,0,0,2704,1819,3376,2303,
anonymous_003-008-1073-01_1731417937700_Mandibular_View.jpg,0,0,49,103,246,318,
anonymous_003-008-1073-01_1731417937700_Mandibular_View.jpg,0,0,73,307,328,534,
anonymous_003-008-1073-01_1731417937700_Mandibular_View.jpg,0,0,1117,261,1348,490,
anonymous_003-008-1104-00_1732272483924_Mandibular_View.jpg,0,0,1010,186,1213,377,
anonymous_003-008-1104-00_1732272483924_Mandibular_View.jpg,0,0,943,323,1173,553,
anonymous_003-008-1116-00_1732364867658_Left_Lateral_View.jpg,0,0,0,1,0,2,
anonymous_003-008-1116-00_1732364867658_Left_Lateral_View.jpg,0,0,0,2,0,2,
anonymous_003-008-1116-00_1732364867658_Left_Lateral_View.jpg,0,0,2,1,2,2,
