group_id,split
c195bcab-20.jpg,train
f11eea49-190.jpg,train
45813cc2-57.jpg,test
05d52c36-8.jpg,train
536db3ad-17.jpg,train
fa52a2ab-147.jpg,val
54d5b78d-250.jpg,train
82136b73-252.jpg,train
1d2efdc8-14.jpg,train
bf1a84f5-25.jpg,train
97714bbb-86.jpg,train
58fa6cff-198.jpg,train
990e0567-54.jpg,train
87762cf5-232.jpg,test
1acfb1d2-64.jpg,train
6926f4aa-2.jpg,train
ac5729fc-131.jpg,val
b7ddd21f-71.jpg,test
70fb9776-49.jpg,train
f250a7c4-146.jpg,train
3bd5f73c-34.jpg,train
1a972cce-219.jpg,train
0e895a97-203.jpg,train
e039ac13-1.jpg,train
70efe99b-152.jpg,train
745d312c-272.jpg,train
453f45eb-80.jpg,train
2f7babeb-117.jpg,train
23d7d71d-121.jpg,train
7d15dca6-276.jpg,train
1628e530-248.jpg,val
304a768a-10.jpg,train
e559ff0b-260.jpg,train
25848956-23.jpg,train
8c0fb793-81.jpg,train
9422353a-204.jpg,train
0b700680-102.jpg,train
1cec23d6-9.jpg,train
e3229c3b-19.jpg,test
873bc351-213.jpg,test
a00bad3c-96.jpg,train
f9a8221b-194.jpg,train
ad247d69-56.jpg,train
3c1426f7-227.jpg,train
e958bf9f-107.jpg,train
c09975ec-268.jpg,train
3110e5d1-155.jpg,val
cbfb0c55-113.jpg,test
940c127d-163.jpg,train
1283b80b-164.jpg,train
f70a7554-199.jpg,val
a80c67ea-5.jpg,test
cd09abfe-106.jpg,val
6a015f5d-41.jpg,train
3415b7b1-178.jpg,test
e2811a20-201.jpg,train
a78fc3a5-274.jpg,train
f08afd15-36.jpg,train
5f1e9d66-212.jpg,test
79675aa9-103.jpg,train
9cd0d863-84.jpg,train
6a4794c8-126.jpg,train
61bc85f1-85.jpg,test
38d34004-173.jpg,train
ba17712f-87.jpg,train
03e5a7c5-115.jpg,train
0fdf53de-130.jpg,train
a867644f-151.jpg,train
b1176d69-231.jpg,train
48aa0fe4-183.jpg,train
75ff8686-169.jpg,train
8ebd65e0-42.jpg,train
99903448-158.jpg,test
834e844f-215.jpg,train
b50321c3-177.jpg,train
6e187bea-59.jpg,train
e2b30393-88.jpg,train
52e40dc5-120.jpg,val
e957f889-55.jpg,val
842753fe-148.jpg,train
1726933b-15.jpg,train
7d226e1d-72.jpg,train
86ec4e76-44.jpg,train
b32acfa7-258.jpg,train
005ba0eb-58.jpg,train
df3ae704-48.jpg,test
500188bc-70.jpg,train
7315db47-224.jpg,train
3e51d16f-233.jpg,train
3c160c9c-50.jpg,train
a871180b-262.jpg,train
4b32eec6-37.jpg,val
85afd91b-195.jpg,train
7b8ac2eb-230.jpg,train
aeb8502b-223.jpg,train
999706d9-108.jpg,train
0f593e7b-175.jpg,test
7cbe7261-76.jpg,train
d64f7147-149.jpg,val
9aa4cf36-22.jpg,train
da87f715-189.jpg,train
3907e93b-236.jpg,train
3a073fb2-283.jpg,train
d911e2d0-47.jpg,train
6c829228-168.jpg,train
100f6601-144.jpg,train
5ab17248-134.jpg,train
964f351f-210.jpg,train
25e14a52-265.jpg,train
6559da65-217.jpg,train
9c1ab3a0-179.jpg,train
1e1b26b1-246.jpg,train
ff319412-220.jpg,train
c3496adf-18.jpg,val
31921a82-125.jpg,train
9ed3e527-270.jpg,train
88e305ce-74.jpg,train
5a1e4a1b-269.jpg,train
1355aad5-244.jpg,train
0a02ed91-138.jpg,test
2eca70d7-99.jpg,train
b44667f5-110.jpg,train
f43c3dde-83.jpg,train
a4e9e40d-256.jpg,val
7375bbfc-45.jpg,train
1131e1c7-78.jpg,test
6c234c0e-267.jpg,train
f0411d91-284.jpg,val
5552ba5e-251.jpg,train
368af569-82.jpg,train
054ab6ae-3.jpg,val
9667fc01-139.jpg,train
5abcf7c2-39.jpg,val
05b8ea11-24.jpg,val
6f287b3b-200.jpg,val
b9201be9-141.jpg,train
da0d0f78-73.jpg,val
60c30e2d-101.jpg,val
76e2759f-128.jpg,train
27e4fdf6-235.jpg,train
ab2b91bf-187.jpg,train
e91906bc-7.jpg,train
12530f4b-176.jpg,train
3ab2bfb1-172.jpg,train
34991c11-89.jpg,train
cd96f514-192.jpg,val
bdabc327-133.jpg,train
f23e51b4-209.jpg,train
0ceb614e-61.jpg,train
8ac2e22a-35.jpg,train
e5ba03d3-75.jpg,train
6abd608b-234.jpg,val
23b77e22-79.jpg,train
3a24f1fc-221.jpg,train
8eb089d6-26.jpg,train
9daf9c36-109.jpg,train
73533897-238.jpg,train
85b9c68d-98.jpg,train
239768b5-165.jpg,val
02e9f464-193.jpg,test
245f172f-21.jpg,test
2824f032-264.jpg,train
a014d2cc-171.jpg,train
ea63db32-67.jpg,train
30a36fd1-132.jpg,train
5739d143-161.jpg,train
a94e3549-13.jpg,train
14681870-40.jpg,train
9960d3e7-124.jpg,train
98c3b9b6-153.jpg,train
e1c54150-11.jpg,train
7d7a16f1-228.jpg,train
