image_id,x,y,w,h,gt_icdas,y_ge1,mask_ge1,y_ge2,mask_ge2,y_ge3,mask_ge3,y_ge4,mask_ge4,y_ge5,mask_ge5,y_ge6,mask_ge6
005ba0eb-58.jpg,1945.7848,542.1364,54.2152,251.6573,0,0,1,0,1,0,1,0,1,0,1,0,1
005ba0eb-58.jpg,1940.4487,0.0,59.5513,211.6504,0,0,1,0,1,0,1,0,1,0,1,0,1
005ba0eb-58.jpg,1942.0468,557.2594,57.9532,227.57,0,0,1,0,1,0,1,0,1,0,1,0,1
005ba0eb-58.jpg,1938.2297,0.0,61.6577,217.6918,0,0,1,0,1,0,1,0,1,0,1,0,1
005ba0eb-58.jpg,1935.6887,0.0,64.2266,181.4624,0,0,1,0,1,0,1,0,1,0,1,0,1
005ba0eb-58.jpg,1940.3907,0.0,59.6093,183.582,0,0,1,0,1,0,1,0,1,0,1,0,1
005ba0eb-58.jpg,1939.6658,0.0,60.3342,237.0602,0,0,1,0,1,0,1,0,1,0,1,0,1
005ba0eb-58.jpg,1936.5825,551.3331,63.4175,251.0239,0,0,1,0,1,0,1,0,1,0,1,0,1
005ba0eb-58.jpg,1937.6058,0.0,62.3942,242.2973,0,0,1,0,1,0,1,0,1,0,1,0,1
005ba0eb-58.jpg,1934.9392,559.9784,65.0608,238.5137,0,0,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,286.0514,503.4248,95.0274,160.5256,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,359.3175,495.4742,123.0984,187.1871,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,284.2869,639.3907,117.5919,119.2932,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,392.811,666.8581,87.0587,114.098,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,460.9031,483.6413,159.6023,225.4046,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,468.0677,672.1958,119.5173,157.1109,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,605.2388,469.8948,172.5544,233.0105,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,755.0056,442.6445,247.1014,265.9939,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,991.2645,418.2812,246.228,293.4652,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,877.7205,690.6484,127.9284,122.6525,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,999.7885,679.9906,151.1644,183.8483,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,1145.4713,675.7805,146.4071,179.9741,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,1225.6891,437.025,186.9005,250.4671,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,1398.329,426.6427,153.8826,248.0994,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,1449.181,645.2332,125.9891,201.1509,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,1532.491,463.2281,135.5812,197.9983,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,1559.9102,652.8389,109.1996,144.8847,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,1646.6172,492.6077,80.4656,155.797,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,1713.8317,488.2533,94.3138,136.5573,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,1647.3293,619.9739,139.2975,160.093,1,1,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,233.2604,560.9283,61.7284,82.5905,0,0,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,231.0479,560.8614,64.4209,82.4915,0,0,1,0,1,0,1,0,1,0,1,0,1
024be0a0-237.jpg,228.8398,561.7308,65.6379,82.1996,0,0,1,0,1,0,1,0,1,0,1,0,1
03e5a7c5-115.jpg,542.5207,467.4042,152.7109,226.9197,1,1,1,0,1,0,1,0,1,0,1,0,1
03e5a7c5-115.jpg,376.8658,633.5862,99.9636,88.8911,3,1,1,1,1,1,1,0,1,0,1,0,1
03e5a7c5-115.jpg,1493.7147,562.4328,98.0253,135.9565,1,1,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1088.998,468.3542,195.5398,238.5501,1,1,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1364.6588,506.2028,205.306,154.3994,1,1,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1279.027,629.1762,245.8538,132.7552,3,1,1,1,1,1,1,0,1,0,1,0,1
03fde12b-182.jpg,1565.0179,441.163,133.9146,148.023,2,1,1,1,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1507.031,578.686,186.9412,109.6623,2,1,1,1,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,0.0,15.7136,245.211,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1984.1438,292.0054,15.725,222.9602,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1981.1897,478.314,18.6676,224.0847,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1984.1346,307.3228,15.6674,222.8094,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1973.3341,318.6238,26.6659,279.7253,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1973.2601,299.9458,26.7399,278.6867,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,0.0,17.7397,281.9382,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,0.0,36.353,284.3573,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1973.4016,292.5101,26.5984,266.9963,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1980.7516,495.0794,19.1357,216.188,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1983.1479,269.2765,16.7184,239.6116,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1973.7841,337.1136,26.2159,276.5649,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,0.1116,32.9255,240.5912,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1980.6343,494.1912,19.0605,241.3963,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1691.9475,440.5789,36.3206,68.2401,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1690.2689,442.7644,37.9467,97.5981,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,866.6776,231.721,433.3224,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1673.0062,576.4231,32.7583,74.1229,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1981.8977,466.4835,17.749,228.4163,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1980.1843,218.8078,19.8157,288.5056,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1983.0193,318.9763,16.7908,232.4977,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1691.6392,443.2358,37.5576,76.8265,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1956.8754,452.3354,43.1246,252.2169,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,840.6158,232.8263,459.3842,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,871.0015,252.4079,428.9985,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1981.2367,505.396,18.3868,243.6744,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1982.3425,250.5086,17.4209,251.0481,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1689.1038,445.2042,36.4921,116.4977,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1960.9497,481.3912,39.0503,265.9966,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1978.8414,238.6162,21.1586,286.5881,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0296,4.9077,135.8181,306.6288,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1976.7351,270.5391,23.2649,262.9065,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1958.8844,476.7714,41.1156,235.5308,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,748.3763,0.2031,236.6998,23.8338,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1672.4908,574.2967,31.7941,56.2125,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,0.1242,62.3492,85.8554,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,844.0023,255.011,455.9977,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,747.603,0.1002,218.5278,25.9576,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,816.706,0.1919,233.3831,26.403,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,0.0,22.4085,91.6504,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,698.7443,320.1956,601.2557,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,792.9525,0.1847,245.8138,26.2843,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1974.3389,280.7728,25.6611,271.4808,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1961.3918,493.4139,38.6082,268.0948,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1654.2046,575.428,40.5758,62.2137,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,1948.2815,111.7158,51.7185,174.8897,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,746.7422,0.1491,224.4561,24.2718,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,0.0,190.2408,112.8174,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.0,815.5336,231.0009,479.2322,0,0,1,0,1,0,1,0,1,0,1,0,1
03fde12b-182.jpg,0.1697,13.65,145.7408,288.9371,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,435.9201,857.1896,287.1721,217.9719,6,1,1,1,1,1,1,1,1,1,1,1,1
04da7e02-166.jpg,421.8719,1020.2892,300.9882,123.6568,5,1,1,1,1,1,1,1,1,1,1,0,1
04da7e02-166.jpg,1545.692,826.5461,286.0413,253.471,5,1,1,1,1,1,1,1,1,1,1,0,1
04da7e02-166.jpg,1445.2983,411.4897,204.7499,222.5266,1,1,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1445.1685,589.3452,248.1545,186.131,2,1,1,1,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,495.5921,727.5542,236.4594,175.6697,2,1,1,1,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,566.9409,599.126,251.8459,186.3927,1,1,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1516.406,715.2004,234.3678,178.6569,2,1,1,1,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1666.9623,952.5317,211.0043,181.5439,5,1,1,1,1,1,1,1,1,1,1,0,1
04da7e02-166.jpg,239.9073,1257.8354,388.6709,42.1646,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,208.9636,1258.6771,414.9863,41.3229,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1772.6643,946.6293,108.9294,116.6397,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,0.0,0.0,17.3965,265.0034,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,0.0,0.0,39.1098,264.7823,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,258.2301,1256.313,367.9609,43.687,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1796.9048,950.317,79.8232,125.338,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,184.8485,1258.8434,424.1439,41.1566,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,170.6805,1256.5593,415.5544,43.4407,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1211.2377,0.0,389.3699,148.7322,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,155.611,1253.9976,413.3535,46.0024,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1770.6313,947.8914,104.5259,116.17,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1156.0131,0.0953,444.0795,106.4846,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,0.0,0.0,13.5958,316.411,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1033.1034,0.3109,555.183,118.9535,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,290.8825,1262.1569,282.9461,37.8431,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,153.6195,1252.9274,396.6053,47.0529,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1209.6548,0.0457,276.5682,48.5294,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1021.259,0.1008,571.6364,137.1169,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1797.501,954.0373,81.7826,110.3074,0,0,1,0,1,0,1,0,1,0,1,0,1
04da7e02-166.jpg,1710.9169,1222.5844,289.0831,77.3903,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1351.6819,296.9432,320.2887,396.7481,1,1,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1005.7797,340.2516,366.6257,398.3375,1,1,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,421.2885,389.1398,293.7971,312.845,1,1,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,4.5484,443.3781,159.5375,176.113,1,1,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,7.3333,588.452,226.3775,202.4839,1,1,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,171.6786,616.1837,281.8737,258.9669,2,1,1,1,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,351.1578,683.8447,333.4854,254.0417,2,1,1,1,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,667.9959,644.7726,278.7007,308.2623,1,1,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1654.3429,289.9842,221.3832,345.9991,1,1,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1841.5361,282.8178,128.9951,278.354,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1848.838,269.0824,128.7789,263.8098,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1838.9146,280.6284,133.6421,315.2758,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,0.0,0.0,9.867,254.746,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1844.2454,279.9229,125.8453,262.5287,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1202.0399,1217.5656,291.6837,82.2487,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,0.0,0.0,34.0361,260.771,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1176.84,0.0526,496.4243,107.0129,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1851.4019,273.8405,122.6243,265.8173,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,393.5909,677.9603,117.3429,54.7654,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,0.0467,531.0007,40.234,286.8461,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1848.4348,258.2165,125.5425,298.8024,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,389.5884,674.0522,106.449,59.0093,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,401.8636,676.2285,99.535,56.3548,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1139.2513,1216.0414,353.0291,83.5125,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1166.2838,1217.9779,327.5505,81.6664,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1848.9258,253.3905,127.1691,275.302,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,400.5872,679.7283,102.1473,53.1857,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,0.0749,550.8165,39.657,281.3103,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1924.7168,175.599,75.2832,397.2253,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1932.0892,174.0111,67.9108,393.8308,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1929.7268,202.2867,70.2732,383.6891,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1850.3582,270.4122,123.0621,293.7492,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1923.5371,203.9902,76.4629,386.2678,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1852.2319,235.666,134.1423,303.7741,0,0,1,0,1,0,1,0,1,0,1,0,1
05d52c36-8.jpg,1178.0863,0.0,496.5936,117.7254,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1428.3462,562.6289,252.1785,125.8071,1,1,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1516.3149,695.2656,239.5732,125.2249,2,1,1,1,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1205.8842,664.3901,188.4022,163.2448,1,1,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1372.5291,660.1653,160.2035,131.9509,1,1,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,2.1351,694.6271,433.458,514.8441,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,3.3883,654.3331,404.4516,516.1414,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,4.7324,698.0204,406.3761,510.9178,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,854.3345,1009.6804,248.9492,234.3489,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,3.8356,633.9105,397.3469,493.0422,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,2.7984,696.6884,444.6269,511.4506,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1.6356,684.9816,402.6776,483.8859,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,5.0199,624.5873,395.5932,501.739,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,2.0495,648.1554,398.8184,485.224,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,6.2962,709.8778,401.7447,468.2614,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,9.0654,706.3232,370.1719,413.7383,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1891.8663,674.4717,108.1337,401.1072,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1976.4634,913.0252,23.5366,162.9461,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,11.1073,700.4492,363.5955,397.4156,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,6.8144,740.9863,399.8698,467.9817,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1978.2429,580.3983,21.7201,278.5578,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1979.1484,549.9251,20.7986,264.4495,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0,824.3456,22.1076,260.1562,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,6.7164,901.0804,420.1758,308.2321,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,853.9505,1012.1711,294.2805,226.6346,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1975.4589,887.2255,24.5411,185.9189,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,855.6835,1006.9878,299.4102,236.9512,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1977.7458,591.7952,22.2015,279.7903,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,4.2012,729.1346,437.6383,480.4293,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,535.5016,361.9787,113.7902,41.0057,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,13.4819,689.0853,365.6451,440.4948,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,500.2598,527.2772,91.8077,184.8799,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0,813.3725,36.8218,292.3348,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.2175,81.3719,151.5029,587.3776,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1795.9362,648.817,203.9285,433.6519,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0882,80.3284,164.0113,439.4517,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1978.6617,566.5758,21.2692,280.7671,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0,810.2753,23.0476,271.0354,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1979.0464,554.8121,20.8329,281.5309,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,534.909,358.2473,124.7255,43.5071,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,9.3226,663.5885,394.801,485.1902,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0,104.3514,162.5914,316.9817,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0,851.4567,21.0594,253.4519,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0,837.8201,21.5647,247.3564,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0,84.9023,251.361,462.94,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,6.923,828.8191,366.5242,379.2875,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1976.2201,864.8324,23.7799,210.4567,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1979.0106,538.3008,20.8981,260.2705,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0152,109.3226,159.6244,323.1532,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0255,830.7592,35.6688,276.601,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1977.3696,604.5956,22.5984,279.0419,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,0.0,848.5067,34.2069,271.6233,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1975.5137,419.8486,24.4863,205.3933,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,1900.8098,687.5658,99.1902,394.3115,0,0,1,0,1,0,1,0,1,0,1,0,1
0673003e-105.jpg,18.7162,720.3531,371.0594,302.7593,0,0,1,0,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,184.4729,513.7348,156.9147,87.6334,1,1,1,0,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,209.689,585.9568,183.3961,117.9228,1,1,1,0,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,341.2836,520.3356,183.8454,134.3694,2,1,1,1,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,512.2937,503.9232,177.4125,195.3755,1,1,1,0,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,371.169,633.0744,243.391,177.9314,2,1,1,1,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,677.0535,503.3671,198.6664,211.8649,1,1,1,0,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,611.501,658.3273,171.961,176.5311,1,1,1,0,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,782.0418,656.0415,194.2341,214.5657,1,1,1,0,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,860.718,486.208,230.6622,250.9482,1,1,1,0,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,1080.451,470.8342,226.2454,251.8423,1,1,1,0,1,0,1,0,1,0,1,0,1
0a339b03-239.jpg,1290.8358,438.2988,247.5533,274.6153,1,1,1,0,1,0,1,0,1,0,1,0,1
