image_id,split
2bc18181-anonymous_003-007-1387-01_1733816504123_Maxillary_Occlusal_View.jpg,train
2bfaa34c-259.jpg,val
2d5a2f45-anonymous_003-008-1133-01_1732530707494_Maxillary_Occlusal_View.jpg,val
2eca70d7-99.jpg,val
2f7babeb-117.jpg,train
304a768a-10.jpg,test
308f0530-211.jpg,train
30a36fd1-132.jpg,val
3110e5d1-155.jpg,test
31921a82-125.jpg,train
3325a022-38.jpg,train
3415b7b1-178.jpg,train
34991c11-89.jpg,test
368af569-82.jpg,train
36cf3e90-180.jpg,train
381372b6-181.jpg,train
38326aeb-anonymous_003-008-651-01_1729169672305_Mandibular_View.jpg,train
3835a768-123.jpg,train
38d34004-173.jpg,train
3902c87a-245.jpg,train
3907e93b-236.jpg,train
3a073fb2-283.jpg,test
3a08245d-69.jpg,train
3a24f1fc-221.jpg,test
3ab2bfb1-172.jpg,test
3bd5f73c-34.jpg,test
3c1426f7-227.jpg,train
3c160c9c-50.jpg,val
3c6f6940-104.jpg,test
3cc802ee-202.jpg,train
3e51d16f-233.jpg,train
3e695421-170.jpg,train
3ec7bff7-anonymous_003-008-620-01_1729083811620_Maxillary_Occlusal_View.jpg,train
414e441d-281.jpg,train
42d89c9a-196.jpg,train
43712392-anonymous_004-008-1330-01_1733492594752_Maxillary_Occlusal_View.jpg,train
446b990b-140.jpg,train
44ea1618-6.jpg,train
453f45eb-80.jpg,train
45813cc2-57.jpg,train
4591b6b9-243.jpg,train
46b85f15-anonymous_003_103_349_01_1728040923424_Mandibular_View.jpg,train
489de205-anonymous_003_007_507_01_1728715242584_Maxillary_Occlusal_View.jpg,train
48aa0fe4-183.jpg,val
48c894d0-anonymous_003-008-857-01_1730199751150_Mandibular_View.jpg,train
4960af30-167.jpg,val
4b32eec6-37.jpg,train
4cefd63e-anonymous_003_008_533_01_1728808228764_Maxillary_Occlusal_View.jpg,train
4d17374f-174.jpg,train
4e77dccd-anonymous_003_103_384_01_1728193820992_Mandibular_View.jpg,train
4fc6ca9f-anonymous_003-008-762-01_1729680417375_Mandibular_View.jpg,val
500188bc-70.jpg,train
512fcc4a-100.jpg,train
52e40dc5-120.jpg,val
536db3ad-17.jpg,test
54d5b78d-250.jpg,train
55030f8b-29.jpg,train
554d4b5e-anonymous_003_103_347_01_1728037641315_Maxillary_Occlusal_View.jpg,train
5552ba5e-251.jpg,train
56ee352a-anonymous_003-008-651-01_1729169672305_Maxillary_Occlusal_View.jpg,train
5739d143-161.jpg,train
58fa6cff-198.jpg,test
5a1e4a1b-269.jpg,test
5ab17248-134.jpg,train
5abcf7c2-39.jpg,train
5b4153f1-222.jpg,train
5b6ca6fe-112.jpg,train
5b7fd5c5-261.jpg,train
5c2f8957-162.jpg,train
5de9bc64-anonymous_003_007_418_01_1728450994783_Mandibular_View.jpg,train
5f1e9d66-212.jpg,train
5ff09f48-anonymous_003_007_366_01_1728116583995_Maxillary_Occlusal_View.jpg,val
60c30e2d-101.jpg,train
618cea62-118.jpg,train
61bc85f1-85.jpg,train
63ca5fd9-anonymous_003_007_418_01_1728450994783_Maxillary_Occlusal_View.jpg,train
642c620f-12.jpg,train
6559da65-217.jpg,train
65d3605e-anonymous_004-008-1330-01_1733492594752_Mandibular_View.jpg,test
680ad8ce-anonymous_003_007_366_01_1728116583995_Mandibular_View.jpg,train
6926f4aa-2.jpg,train
69a6f8ed-216.jpg,train
6a015f5d-41.jpg,train
6a4794c8-126.jpg,val
6abd608b-234.jpg,test
6b989eba-275.jpg,train
6c17749f-186.jpg,train
6c234c0e-267.jpg,train
6c829228-168.jpg,train
6d53b773-anonymous_003_007_510_01_1728719208166_Mandibular_View.jpg,train
6e187bea-59.jpg,train
6f287b3b-200.jpg,train
6f9a3e84-218.jpg,train
70efe99b-152.jpg,train
70fb9776-49.jpg,test
7315db47-224.jpg,train
73533897-238.jpg,train
7375bbfc-45.jpg,test
745d312c-272.jpg,train
75ff8686-169.jpg,train
76e2759f-128.jpg,val
7788d862-136.jpg,train
787a9884-160.jpg,train
789284b8-137.jpg,train
78ecb279-31.jpg,train
79675aa9-103.jpg,train
797b1f27-anonymous_003_007_392_01_1728361981214_Mandibular_View.jpg,test
79c6a9e2-214.jpg,test
7b8ac2eb-230.jpg,test
7b938f9c-154.jpg,train
7cbe7261-76.jpg,train
7d15dca6-276.jpg,train
7d226e1d-72.jpg,train
7d7a16f1-228.jpg,train
8070dcce-150.jpg,train
81a8c230-anonymous_003_007_475_01_1728635243973_Mandibular_View.jpg,train
82136b73-252.jpg,val
827de267-anonymous_003_007_510_01_1728719208166_Maxillary_Occlusal_View.jpg,val
834e844f-215.jpg,train
842753fe-148.jpg,train
85afd91b-195.jpg,train
85b9c68d-98.jpg,test
86324d62-226.jpg,train
86ec4e76-44.jpg,train
8723665b-anonymous_003-008-1304-01_1733394354138_Mandibular_View.jpg,train
873bc351-213.jpg,train
87762cf5-232.jpg,train
87be61d5-135.jpg,train
88e305ce-74.jpg,val
8ac2e22a-35.jpg,train
8b148305-247.jpg,train
8c0fb793-81.jpg,train
8c477306-142.jpg,train
8e0bfd48-4.jpg,train
8e8a8fbb-anonymous_003_008_539_01_1728816064645_Mandibular_View.jpg,train
8eb089d6-26.jpg,val
8ebd65e0-42.jpg,train
90e6305a-46.jpg,train
91819bd3-51.jpg,train
93742b4a-197.jpg,train
940c127d-163.jpg,train
9422353a-204.jpg,train
9426ba08-43.jpg,test
947d0132-anonymous_003-008-762-01_1729680417375_Maxillary_Occlusal_View.jpg,train
94cebeab-anonymous_003_007_469_01_1728623438211_Mandibular_View.jpg,train
964f351f-210.jpg,train
9667fc01-139.jpg,val
97714bbb-86.jpg,train
98c3b9b6-153.jpg,train
990e0567-54.jpg,train
9960d3e7-124.jpg,train
99903448-158.jpg,train
999706d9-108.jpg,test
9a50228d-127.jpg,train
9aa4cf36-22.jpg,train
9c0d1125-anonymous_003-007-1385-01_1733812781705_Mandibular_View.jpg,train
9c1ab3a0-179.jpg,train
9cd0d863-84.jpg,val
9d58e82c-249.jpg,val
9d5b0d56-95.jpg,train
9daf9c36-109.jpg,val
9ed3e527-270.jpg,train
9f786cc0-185.jpg,train
a00bad3c-96.jpg,test
a014d2cc-171.jpg,test
a1df39ae-119.jpg,train
a4e9e40d-256.jpg,val
a78fc3a5-274.jpg,test
a80c67ea-5.jpg,train
a867644f-151.jpg,train
a871180b-262.jpg,train
a91127f1-77.jpg,train
a94e3549-13.jpg,test
aa16b183-60.jpg,train
ab2b91bf-187.jpg,train
ac5729fc-131.jpg,train
ad247d69-56.jpg,train
aeb8502b-223.jpg,train
aebcf761-anonymous_003-008-1203-01_1732790749679_Maxillary_Occlusal_View.jpg,train
af4f53cc-116.jpg,val
b1082e8b-anonymous_003_008_517_01_1728729948616_Maxillary_Occlusal_View.jpg,train
b1176d69-231.jpg,train
b1ac5999-271.jpg,train
b2780b3d-277.jpg,train
b3216926-anonymous_003_103_384_01_1728193820992_Maxillary_Occlusal_View.jpg,test
b32acfa7-258.jpg,test
b44667f5-110.jpg,val
b50321c3-177.jpg,train
b57361a1-225.jpg,train
b5b33aaf-anonymous_003-008-859-01_1730202467399_Mandibular_View.jpg,train
b7ddd21f-71.jpg,train
b9201be9-141.jpg,val
ba17712f-87.jpg,test
bb1ba13f-62.jpg,train
bb531f5d-208.jpg,train
bc030429-65.jpg,test
bdabc327-133.jpg,train
bf1a84f5-25.jpg,train
bf27a3f3-122.jpg,train
c09975ec-268.jpg,train
c0f75d30-129.jpg,train
c195bcab-20.jpg,train
c2e348a2-157.jpg,val
c3496adf-18.jpg,train
c636df10-156.jpg,test
c8459c6b-257.jpg,train
c94855ad-205.jpg,train
caf12a43-66.jpg,train
cb7648a4-27.jpg,train
cbdcf4fe-16.jpg,val
cbfb0c55-113.jpg,train
cc0eaa25-33.jpg,train
cce45772-253.jpg,train
cd09abfe-106.jpg,train
cd35e202-111.jpg,train
cd96f514-192.jpg,train
ce0ad569-anonymous_003-008-686-01_1729259151138_Mandibular_View.jpg,train
cff542bc-anonymous_003-008-686-01_1729259151138_Maxillary_Occlusal_View.jpg,test
d1bf28ca-279.jpg,train
d2b3cd3c-263.jpg,train
d64f7147-149.jpg,train
d683bbb2-188.jpg,train
d911e2d0-47.jpg,train
da0d0f78-73.jpg,val
da51cc64-anonymous_003-008-1310-01_1733403923542_Mandibular_View.jpg,train
da87f715-189.jpg,train
dad6d960-145.jpg,train
daf68bd0-anonymous_003_007_549_01_1728881829256_Maxillary_Occlusal_View.jpg,train
dc7d5db7-anonymous_003-007-1168-01_1732686410487_Maxillary_Occlusal_View.jpg,test
dd171414-143.jpg,train
df3ae704-48.jpg,train
e039ac13-1.jpg,train
e05856a9-anonymous_003-008-1135-01_1732533044326_Maxillary_Occlusal_View.jpg,train
e0a09bed-254.jpg,train
e1c54150-11.jpg,test
e2811a20-201.jpg,train
e2b30393-88.jpg,train
e3229c3b-19.jpg,train
e559ff0b-260.jpg,train
e5ba03d3-75.jpg,test
e91906bc-7.jpg,val
e957f889-55.jpg,train
e958bf9f-107.jpg,test
ea63db32-67.jpg,train
ead6f19e-anonymous_003-008-742-01_1729599198761_Maxillary_Occlusal_View.jpg,train
ec98b5a9-206.jpg,train
edfbceec-anonymous_003-008-740-01_1729594985183_Maxillary_Occlusal_View.jpg,train
ee148d7a-anonymous_003-007-1337-01_1733552404003_Mandibular_View.jpg,train
ef0a44fe-anonymous_003_103_299_01_1727868080003_Mandibular_View.jpg,train
f0411d91-284.jpg,test
f07e5340-266.jpg,train
f08afd15-36.jpg,train
f0daeb4d-28.jpg,val
f11eea49-190.jpg,train
f1c8aee4-anonymous_003-007-954-01_1730796195637_Mandibular_View.jpg,train
f23e51b4-209.jpg,test
f250a7c4-146.jpg,train
f43c3dde-83.jpg,train
f51504fb-anonymous_003-008-645-01_1729160496237_Maxillary_Occlusal_View.jpg,val
f70a7554-199.jpg,train
f887a525-273.jpg,val
f8a38232-anonymous_003-007-943-01_1730783589140_Mandibular_View.jpg,train
f8cc59d8-anonymous_003_007_339_01_1728020284845_Mandibular_View.jpg,train
f9687157-53.jpg,train
f972d88f-anonymous_003-008-1478-01_1734169137449_Mandibular_View.jpg,train
f99e85d7-159.jpg,train
f9a8221b-194.jpg,val
fa238421-97.jpg,train
fa52a2ab-147.jpg,train
faa6cd24-anonymous_003-008-1389-01_1733825027941_Maxillary_Occlusal_View.jpg,train
fb42774b-207.jpg,train
ff319412-220.jpg,train
