image,class_id,class_name,xmin,ymin,xmax,ymax,score
04da7e02-166.jpg,5,5,429,1023,703,1134,
04da7e02-166.jpg,5,5,1547,832,1818,1080,
04da7e02-166.jpg,0,0,578,425,755,623,
04da7e02-166.jpg,0,0,728,366,891,534,
04da7e02-166.jpg,0,0,895,317,1112,529,
04da7e02-166.jpg,0,0,1118,330,1343,508,
04da7e02-166.jpg,0,0,1329,374,1502,534,
04da7e02-166.jpg,1,1,1455,421,1646,634,
04da7e02-166.jpg,2,2,1450,589,1687,774,
04da7e02-166.jpg,2,2,492,733,725,903,
04da7e02-166.jpg,1,1,566,599,816,787,
04da7e02-166.jpg,2,2,1520,723,1749,894,
04da7e02-166.jpg,5,5,1671,959,1877,1134,
04da7e02-166.jpg,0,0,528,1140,574,1191,
04da7e02-166.jpg,0,0,579,1104,730,1234,
04da7e02-166.jpg,0,0,724,1049,904,1217,
04da7e02-166.jpg,0,0,906,1029,1132,1198,
04da7e02-166.jpg,0,0,1136,1037,1363,1190,
04da7e02-166.jpg,0,0,1358,1051,1536,1192,
04da7e02-166.jpg,0,0,1533,1075,1678,1204,
04da7e02-166.jpg,0,0,1648,1116,1706,1205,
04da7e02-166.jpg,0,0,1695,1136,1733,1167,
05d52c36-8.jpg,1,1,1357,295,1657,687,
05d52c36-8.jpg,1,1,1020,349,1369,738,
05d52c36-8.jpg,0,0,712,408,1018,711,
05d52c36-8.jpg,1,1,422,395,715,699,
05d52c36-8.jpg,0,0,147,408,425,680,
05d52c36-8.jpg,1,1,8,444,159,618,
05d52c36-8.jpg,1,1,6,617,215,787,
05d52c36-8.jpg,2,2,178,623,449,862,
05d52c36-8.jpg,2,2,374,685,685,930,
05d52c36-8.jpg,1,1,680,666,948,951,
05d52c36-8.jpg,0,0,957,679,1184,876,
05d52c36-8.jpg,0,0,1184,663,1384,875,
05d52c36-8.jpg,0,0,1386,680,1547,849,
05d52c36-8.jpg,1,1,1663,292,1859,636,
05d52c36-8.jpg,0,0,1866,331,1905,524,
05d52c36-8.jpg,0,0,1909,282,1952,488,
05d52c36-8.jpg,0,0,1556,632,1700,793,
05d52c36-8.jpg,0,0,1701,621,1783,779,
05d52c36-8.jpg,0,0,1780,577,1848,754,
0673003e-105.jpg,0,0,445,640,518,733,
0673003e-105.jpg,0,0,401,680,472,866,
0673003e-105.jpg,0,0,421,706,598,921,
0673003e-105.jpg,0,0,505,556,534,693,
0673003e-105.jpg,0,0,532,596,578,749,
0673003e-105.jpg,0,0,576,585,660,746,
0673003e-105.jpg,0,0,658,576,782,702,
0673003e-105.jpg,0,0,605,687,817,890,
0673003e-105.jpg,0,0,786,554,928,746,
0673003e-105.jpg,0,0,935,556,1098,711,
0673003e-105.jpg,0,0,833,651,1012,835,
0673003e-105.jpg,0,0,1103,520,1289,684,
0673003e-105.jpg,0,0,1014,649,1209,828,
0673003e-105.jpg,0,0,1271,547,1440,675,
0673003e-105.jpg,1,1,1431,563,1685,684,
0673003e-105.jpg,2,2,1510,698,1758,824,
0673003e-105.jpg,1,1,1211,669,1391,824,
0673003e-105.jpg,1,1,1375,671,1526,791,
0a339b03-239.jpg,1,1,190,507,338,599,
0a339b03-239.jpg,1,1,218,602,394,698,
0a339b03-239.jpg,2,2,343,526,521,650,
0a339b03-239.jpg,1,1,518,503,690,695,
0a339b03-239.jpg,2,2,365,639,609,809,
0a339b03-239.jpg,1,1,680,503,870,703,
0a339b03-239.jpg,1,1,605,664,782,824,
0a339b03-239.jpg,1,1,787,658,977,871,
0a339b03-239.jpg,1,1,867,475,1083,736,
0a339b03-239.jpg,0,0,964,675,1174,908,
0a339b03-239.jpg,1,1,1083,468,1303,719,
0a339b03-239.jpg,1,1,1300,438,1537,715,
0a339b03-239.jpg,1,1,1536,421,1741,711,
0a339b03-239.jpg,0,0,1185,656,1335,840,
0a339b03-239.jpg,1,1,1335,672,1470,832,
0a339b03-239.jpg,1,1,1461,691,1615,879,
0a339b03-239.jpg,1,1,1609,707,1695,862,
0a339b03-239.jpg,1,1,1716,446,1824,688,
0a339b03-239.jpg,1,1,1815,446,1909,679,
0a339b03-239.jpg,1,1,1684,675,1803,870,
0a339b03-239.jpg,1,1,1792,695,1823,838,
0b700680-102.jpg,0,0,932,538,1138,733,
0b700680-102.jpg,0,0,1160,505,1358,702,
0b700680-102.jpg,0,0,1036,638,1160,804,
0b700680-102.jpg,0,0,797,600,941,751,
0b700680-102.jpg,1,1,689,602,817,764,
0b700680-102.jpg,1,1,596,611,711,746,
0b700680-102.jpg,1,1,556,640,647,742,
0b700680-102.jpg,1,1,476,629,587,731,
0b700680-102.jpg,2,2,412,620,503,724,
0b700680-102.jpg,1,1,910,709,1032,817,
0b700680-102.jpg,1,1,799,726,904,828,
0b700680-102.jpg,0,0,1355,547,1488,720,
0b700680-102.jpg,0,0,1471,602,1577,751,
0b700680-102.jpg,0,0,1163,691,1289,802,
0b700680-102.jpg,0,0,1298,689,1397,797,
0b700680-102.jpg,0,0,1397,713,1495,868,
0b700680-102.jpg,0,0,689,742,811,850,
0b700680-102.jpg,0,0,642,744,720,828,
0b700680-102.jpg,1,1,450,722,551,791,
0b700680-102.jpg,1,1,525,737,660,826,
0b700680-102.jpg,0,0,1484,737,1564,835,
0b700680-102.jpg,1,1,1557,746,1681,850,
0b700680-102.jpg,0,0,1561,609,1641,713,
0b700680-102.jpg,0,0,1612,631,1681,726,
0b700680-102.jpg,1,1,1654,644,1734,729,
0b700680-102.jpg,1,1,1654,720,1758,824,
0e895a97-203.jpg,1,1,166,354,381,601,
0e895a97-203.jpg,1,1,134,551,370,726,
0e895a97-203.jpg,1,1,373,492,596,698,
0e895a97-203.jpg,1,1,336,671,629,836,
0e895a97-203.jpg,1,1,583,527,738,734,
0e895a97-203.jpg,1,1,698,478,883,749,
0e895a97-203.jpg,0,0,589,717,774,867,
0e895a97-203.jpg,1,1,755,709,970,951,
0e895a97-203.jpg,1,1,865,443,1126,776,
0e895a97-203.jpg,1,1,1126,480,1381,785,
0e895a97-203.jpg,1,1,977,695,1185,967,
0e895a97-203.jpg,0,0,1195,754,1394,957,
0e895a97-203.jpg,1,1,1365,464,1670,809,
0e895a97-203.jpg,1,1,1649,494,1925,808,
0e895a97-203.jpg,0,0,1404,768,1582,957,
0e895a97-203.jpg,1,1,1587,773,1751,902,
0e895a97-203.jpg,0,0,1915,562,1988,785,
0e895a97-203.jpg,0,0,1765,782,1904,852,
0f593e7b-175.jpg,0,0,366,499,499,618,
0f593e7b-175.jpg,0,0,370,604,503,687,
0f593e7b-175.jpg,0,0,475,369,713,620,
0f593e7b-175.jpg,0,0,518,604,635,669,
0f593e7b-175.jpg,0,0,691,603,797,668,
0f593e7b-175.jpg,0,0,706,379,951,643,
0f593e7b-175.jpg,0,0,947,363,1167,607,
0f593e7b-175.jpg,0,0,840,567,966,702,
0f593e7b-175.jpg,0,0,976,564,1139,700,
0f593e7b-175.jpg,0,0,1148,356,1375,613,
0f593e7b-175.jpg,1,1,1345,408,1496,614,
0f593e7b-175.jpg,0,0,1142,574,1332,766,
0f593e7b-175.jpg,0,0,1322,577,1455,756,
0f593e7b-175.jpg,0,0,1453,473,1556,605,
0f593e7b-175.jpg,3,3,1425,577,1621,751,
0f593e7b-175.jpg,1,1,1536,453,1690,590,
0f593e7b-175.jpg,3,3,1592,541,1770,650,
0f593e7b-175.jpg,0,0,1685,430,1796,555,
0fdf53de-130.jpg,2,2,485,695,678,875,
0fdf53de-130.jpg,2,2,665,727,885,915,
0fdf53de-130.jpg,1,1,1087,539,1285,764,
0fdf53de-130.jpg,2,2,493,533,636,707,
0fdf53de-130.jpg,1,1,648,545,784,729,
0fdf53de-130.jpg,2,2,768,540,912,734,
0fdf53de-130.jpg,1,1,901,532,1084,770,
0fdf53de-130.jpg,1,1,841,732,1006,958,
0fdf53de-130.jpg,1,1,1004,713,1180,943,
0fdf53de-130.jpg,1,1,1286,518,1520,785,
0fdf53de-130.jpg,0,0,1180,733,1351,925,
0fdf53de-130.jpg,0,0,1345,773,1494,905,
0fdf53de-130.jpg,2,2,1517,516,1717,779,
0fdf53de-130.jpg,2,2,1628,738,1748,930,
0fdf53de-130.jpg,0,0,1498,762,1627,920,
0fdf53de-130.jpg,2,2,1712,538,1841,749,
0fdf53de-130.jpg,2,2,1812,501,1907,747,
0fdf53de-130.jpg,2,2,1735,735,1828,945,
0fdf53de-130.jpg,2,2,1814,741,1882,893,
100f6601-144.jpg,2,2,79,348,201,534,
100f6601-144.jpg,2,2,199,435,294,692,
100f6601-144.jpg,1,1,268,480,413,718,
100f6601-144.jpg,1,1,392,472,611,760,
100f6601-144.jpg,1,1,607,506,791,743,
100f6601-144.jpg,1,1,747,450,1025,767,
100f6601-144.jpg,2,2,408,706,607,916,
100f6601-144.jpg,2,2,612,719,770,846,
100f6601-144.jpg,2,2,770,736,913,812,
100f6601-144.jpg,2,2,943,711,1035,788,
100f6601-144.jpg,1,1,1023,439,1283,737,
100f6601-144.jpg,2,2,1037,726,1156,799,
100f6601-144.jpg,2,2,1176,713,1294,769,
100f6601-144.jpg,1,1,1284,449,1481,722,
100f6601-144.jpg,2,2,1290,702,1474,841,
100f6601-144.jpg,1,1,1474,441,1679,699,
100f6601-144.jpg,0,0,1633,453,1753,698,
100f6601-144.jpg,2,2,1495,670,1648,808,
100f6601-144.jpg,2,2,1665,585,1786,736,
100f6601-144.jpg,2,2,1757,520,1836,631,
100f6601-144.jpg,2,2,1801,341,1850,506,
100f6601-144.jpg,2,2,1760,379,1809,493,
1283b80b-164.jpg,0,0,329,492,440,645,
1283b80b-164.jpg,1,1,435,422,584,663,
1283b80b-164.jpg,0,0,578,460,776,672,
1283b80b-164.jpg,0,0,371,614,425,689,
1283b80b-164.jpg,1,1,426,613,560,751,
1283b80b-164.jpg,0,0,570,660,667,713,
1283b80b-164.jpg,0,0,670,649,791,748,
1283b80b-164.jpg,0,0,779,489,975,693,
1283b80b-164.jpg,0,0,792,689,894,731,
1283b80b-164.jpg,0,0,946,663,1029,727,
1283b80b-164.jpg,0,0,977,483,1124,680,
1283b80b-164.jpg,2,2,1038,586,1179,795,
1283b80b-164.jpg,0,0,1130,457,1276,673,
1283b80b-164.jpg,0,0,1161,640,1215,743,
1283b80b-164.jpg,0,0,1262,507,1369,662,
1283b80b-164.jpg,0,0,1353,519,1431,645,
1283b80b-164.jpg,0,0,1223,659,1359,807,
1283b80b-164.jpg,0,0,1425,515,1468,581,
1283b80b-164.jpg,0,0,1264,506,1299,635,
137dcfeb-184.jpg,2,2,440,261,684,515,
137dcfeb-184.jpg,3,3,402,116,616,304,
137dcfeb-184.jpg,1,1,523,480,722,650,
137dcfeb-184.jpg,2,2,577,639,788,814,
137dcfeb-184.jpg,2,2,770,912,937,1085,
137dcfeb-184.jpg,2,2,1391,678,1594,854,
137dcfeb-184.jpg,0,0,662,786,821,967,
137dcfeb-184.jpg,0,0,895,987,1089,1158,
137dcfeb-184.jpg,1,1,1093,985,1274,1170,
137dcfeb-184.jpg,1,1,1220,905,1381,1062,
137dcfeb-184.jpg,1,1,1353,818,1515,998,
137dcfeb-184.jpg,1,1,1396,523,1602,695,
137dcfeb-184.jpg,4,4,1493,116,1711,342,
137dcfeb-184.jpg,3,3,1404,286,1654,539,
15b3a4f0-282.jpg,1,1,5,577,76,822,
15b3a4f0-282.jpg,2,2,81,512,321,819,
15b3a4f0-282.jpg,2,2,311,475,596,796,
15b3a4f0-282.jpg,1,1,578,482,808,765,
15b3a4f0-282.jpg,1,1,782,537,1004,804,
15b3a4f0-282.jpg,1,1,975,480,1200,738,
15b3a4f0-282.jpg,1,1,432,775,555,850,
15b3a4f0-282.jpg,0,0,308,781,393,818,
15b3a4f0-282.jpg,0,0,591,743,714,800,
15b3a4f0-282.jpg,1,1,728,750,891,832,
15b3a4f0-282.jpg,1,1,901,670,1138,942,
15b3a4f0-282.jpg,2,2,1126,589,1260,769,
15b3a4f0-282.jpg,2,2,1121,757,1209,883,
15b3a4f0-282.jpg,2,2,1238,603,1420,766,
15b3a4f0-282.jpg,2,2,1192,750,1407,901,
15b3a4f0-282.jpg,2,2,1395,591,1561,741,
15b3a4f0-282.jpg,2,2,1369,715,1554,856,
1628e530-248.jpg,2,2,105,1058,376,1284,
1628e530-248.jpg,3,3,143,849,475,1160,
1628e530-248.jpg,1,1,306,752,596,957,
1628e530-248.jpg,1,1,260,518,540,763,
1628e530-248.jpg,0,0,401,330,636,578,
1628e530-248.jpg,0,0,562,236,806,456,
1628e530-248.jpg,0,0,757,155,1021,387,
1628e530-248.jpg,0,0,1029,180,1306,387,
1628e530-248.jpg,0,0,1228,298,1469,497,
1628e530-248.jpg,0,0,1386,405,1620,658,
1628e530-248.jpg,0,0,1432,628,1732,859,
1628e530-248.jpg,0,0,1369,812,1665,1040,
1628e530-248.jpg,2,2,1498,942,1807,1254,
1726933b-15.jpg,0,0,250,645,470,859,
1726933b-15.jpg,0,0,357,817,562,1034,
1726933b-15.jpg,0,0,551,956,730,1126,
1726933b-15.jpg,0,0,717,1051,859,1174,
1726933b-15.jpg,0,0,1044,1067,1214,1187,
1726933b-15.jpg,0,0,1185,977,1345,1165,
1726933b-15.jpg,1,1,1311,843,1512,1063,
1726933b-15.jpg,1,1,1469,746,1674,980,
1726933b-15.jpg,1,1,1498,480,1819,803,
1726933b-15.jpg,1,1,1631,233,1956,537,
1726933b-15.jpg,3,3,65,78,381,373,
1726933b-15.jpg,2,2,127,346,464,671,
1726933b-15.jpg,0,0,1792,83,1944,228,
1a972cce-219.jpg,1,1,69,362,147,618,
1a972cce-219.jpg,2,2,140,366,244,672,
1a972cce-219.jpg,3,3,204,397,317,688,
1a972cce-219.jpg,3,3,327,368,440,674,
1a972cce-219.jpg,1,1,449,323,602,636,
1a972cce-219.jpg,1,1,108,629,194,822,
1a972cce-219.jpg,2,2,196,660,319,908,
1a972cce-219.jpg,1,1,309,660,427,967,
1a972cce-219.jpg,2,2,417,620,542,891,
1a972cce-219.jpg,2,2,532,615,682,965,
1a972cce-219.jpg,1,1,599,355,798,607,
1a972cce-219.jpg,1,1,757,358,1028,652,
1a972cce-219.jpg,3,3,679,621,852,899,
1a972cce-219.jpg,3,3,857,647,997,899,
1a972cce-219.jpg,3,3,996,636,1152,911,
1a972cce-219.jpg,1,1,1029,349,1279,648,
1a972cce-219.jpg,2,2,1133,626,1276,903,
1a972cce-219.jpg,3,3,1278,368,1475,618,
1a972cce-219.jpg,2,2,1467,333,1658,639,
1a972cce-219.jpg,3,3,1275,607,1463,913,
1a972cce-219.jpg,2,2,1434,601,1564,883,
1a972cce-219.jpg,2,2,1649,374,1767,679,
1a972cce-219.jpg,3,3,1770,387,1856,656,
1a972cce-219.jpg,3,3,1526,661,1706,921,
1a972cce-219.jpg,3,3,1854,370,1886,574,
1a972cce-219.jpg,2,2,1705,661,1831,832,
1a972cce-219.jpg,2,2,1832,566,1889,746,
1a972cce-219.jpg,2,2,1881,323,1940,553,
1ab9d8be-30.jpg,4,4,96,5,398,185,
1ab9d8be-30.jpg,3,3,143,174,475,491,
1ab9d8be-30.jpg,2,2,274,443,550,750,
1ab9d8be-30.jpg,2,2,403,699,625,950,
1ab9d8be-30.jpg,2,2,542,870,730,1104,
1ab9d8be-30.jpg,2,2,719,957,902,1153,
1ab9d8be-30.jpg,1,1,1067,967,1224,1173,
1ab9d8be-30.jpg,2,2,1227,922,1388,1138,
1ab9d8be-30.jpg,2,2,1365,836,1569,1069,
1ab9d8be-30.jpg,1,1,900,980,1056,1177,
1ab9d8be-30.jpg,4,4,1641,3,1928,163,
1ab9d8be-30.jpg,2,2,1455,644,1686,892,
1ab9d8be-30.jpg,2,2,1531,405,1805,703,
1ab9d8be-30.jpg,2,2,1579,140,1889,443,
1acfb1d2-64.jpg,2,2,715,80,953,292,
1acfb1d2-64.jpg,2,2,948,116,1188,303,
1acfb1d2-64.jpg,2,2,1181,177,1375,339,
1acfb1d2-64.jpg,2,2,559,194,779,373,
1acfb1d2-64.jpg,1,1,360,486,586,674,
1acfb1d2-64.jpg,1,1,317,669,575,854,
1acfb1d2-64.jpg,2,2,234,827,562,1136,
1acfb1d2-64.jpg,2,2,153,1063,444,1294,
1acfb1d2-64.jpg,1,1,413,274,637,495,
1acfb1d2-64.jpg,1,1,1310,285,1513,484,
1acfb1d2-64.jpg,1,1,1375,487,1612,675,
1acfb1d2-64.jpg,1,1,1434,653,1666,849,
1acfb1d2-64.jpg,3,3,1462,808,1764,1118,
1acfb1d2-64.jpg,2,2,1563,1026,1851,1284,
1cec23d6-9.jpg,5,5,30,16,360,331,
1cec23d6-9.jpg,0,0,226,460,449,715,
1cec23d6-9.jpg,0,0,328,626,566,914,
1cec23d6-9.jpg,0,0,489,808,704,1034,
1cec23d6-9.jpg,0,0,607,924,806,1106,
1cec23d6-9.jpg,0,0,793,975,954,1142,
1cec23d6-9.jpg,0,0,959,977,1120,1150,
1cec23d6-9.jpg,0,0,1107,945,1302,1109,
1cec23d6-9.jpg,0,0,1255,844,1456,1080,
1cec23d6-9.jpg,0,0,1426,736,1652,977,
1cec23d6-9.jpg,1,1,1447,550,1671,752,
1cec23d6-9.jpg,3,3,1475,261,1848,615,
1cec23d6-9.jpg,1,1,1595,5,1940,309,
1d032251-191.jpg,0,0,127,368,196,572,
1d032251-191.jpg,0,0,186,397,253,585,
1d032251-191.jpg,4,4,239,406,360,639,
1d032251-191.jpg,4,4,513,368,707,629,
1d032251-191.jpg,4,4,1281,397,1482,647,
1d032251-191.jpg,4,4,1658,370,1800,626,
1d032251-191.jpg,4,4,1794,350,1896,575,
1d032251-191.jpg,1,1,346,355,561,660,
1d032251-191.jpg,1,1,166,585,296,750,
1d032251-191.jpg,1,1,301,632,401,776,
1d032251-191.jpg,1,1,376,637,558,836,
1d032251-191.jpg,1,1,558,610,717,851,
1d032251-191.jpg,4,4,706,307,1004,652,
1d032251-191.jpg,4,4,996,333,1290,653,
1d032251-191.jpg,0,0,717,637,905,816,
1d032251-191.jpg,0,0,905,642,1077,817,
1d032251-191.jpg,0,0,1072,639,1252,838,
1d032251-191.jpg,1,1,1246,640,1423,816,
1d032251-191.jpg,1,1,1421,632,1595,812,
1d032251-191.jpg,2,2,1475,323,1684,648,
1d032251-191.jpg,1,1,1584,591,1741,765,
1d032251-191.jpg,1,1,1746,551,1921,795,
1d032251-191.jpg,2,2,1885,258,1988,483,
1d2efdc8-14.jpg,0,0,637,97,754,215,
1d2efdc8-14.jpg,0,0,779,43,964,210,
1d2efdc8-14.jpg,0,0,999,21,1187,210,
1d2efdc8-14.jpg,0,0,1187,61,1381,276,
1d2efdc8-14.jpg,0,0,435,158,636,341,
1d2efdc8-14.jpg,0,0,339,303,535,473,
1d2efdc8-14.jpg,0,0,239,425,472,609,
1d2efdc8-14.jpg,1,1,1318,183,1501,373,
1d2efdc8-14.jpg,0,0,1378,341,1564,527,
1d2efdc8-14.jpg,0,0,118,1074,392,1297,
1d2efdc8-14.jpg,3,3,1408,511,1687,806,
1d2efdc8-14.jpg,1,1,137,822,413,1079,
1d2efdc8-14.jpg,1,1,1517,742,1776,1024,
1d2efdc8-14.jpg,3,3,156,569,433,851,
1e1b26b1-246.jpg,1,1,220,403,464,653,
1e1b26b1-246.jpg,1,1,236,637,503,836,
1e1b26b1-246.jpg,0,0,457,691,669,862,
1e1b26b1-246.jpg,1,1,435,456,683,733,
1e1b26b1-246.jpg,1,1,626,395,868,719,
1e1b26b1-246.jpg,0,0,601,687,848,930,
1e1b26b1-246.jpg,1,1,763,685,1036,1036,
1e1b26b1-246.jpg,1,1,863,394,1149,704,
1e1b26b1-246.jpg,0,0,1016,672,1257,962,
1e1b26b1-246.jpg,0,0,1128,335,1469,709,
1e1b26b1-246.jpg,0,0,1462,347,1810,719,
1e1b26b1-246.jpg,0,0,1244,690,1474,965,
1e1b26b1-246.jpg,0,0,1455,664,1681,959,
1e1b26b1-246.jpg,0,0,1679,647,1856,921,
1e1b26b1-246.jpg,1,1,1786,366,1985,679,
1e1b26b1-246.jpg,1,1,1850,645,1988,965,
1f0c7ba1-68.jpg,0,0,722,473,1000,790,
1f0c7ba1-68.jpg,0,0,989,395,1267,736,
1f0c7ba1-68.jpg,0,0,508,502,728,777,
1f0c7ba1-68.jpg,0,0,363,508,526,776,
1f0c7ba1-68.jpg,0,0,292,564,384,749,
1f0c7ba1-68.jpg,0,0,239,564,304,722,
1f0c7ba1-68.jpg,0,0,166,553,255,715,
1f0c7ba1-68.jpg,0,0,84,484,166,650,
1f0c7ba1-68.jpg,1,1,159,706,280,806,
1f0c7ba1-68.jpg,0,0,260,750,341,849,
1f0c7ba1-68.jpg,0,0,333,758,462,894,
1f0c7ba1-68.jpg,0,0,472,755,612,921,
1f0c7ba1-68.jpg,0,0,640,755,787,926,
1f0c7ba1-68.jpg,0,0,827,763,989,929,
1f0c7ba1-68.jpg,0,0,1012,730,1157,924,
1f0c7ba1-68.jpg,0,0,1174,711,1329,883,
1f0c7ba1-68.jpg,0,0,1259,437,1456,709,
1f0c7ba1-68.jpg,1,1,1455,419,1638,711,
1f0c7ba1-68.jpg,1,1,1346,626,1517,930,
1f0c7ba1-68.jpg,0,0,1517,709,1663,894,
1f0c7ba1-68.jpg,0,0,1609,473,1709,706,
1f0c7ba1-68.jpg,0,0,1617,698,1703,836,
1f0c7ba1-68.jpg,0,0,1687,518,1768,695,
1f0c7ba1-68.jpg,0,0,1687,690,1815,827,
1f0c7ba1-68.jpg,0,0,1741,500,1846,679,
1f0c7ba1-68.jpg,0,0,1834,467,1952,626,
1f0c7ba1-68.jpg,0,0,1794,640,1913,742,
20635337-63.jpg,4,4,24,977,378,1265,
20635337-63.jpg,3,3,86,660,429,981,
20635337-63.jpg,1,1,201,473,515,687,
20635337-63.jpg,1,1,315,279,562,499,
20635337-63.jpg,0,0,473,142,690,341,
20635337-63.jpg,1,1,623,64,819,241,
20635337-63.jpg,1,1,811,14,981,198,
20635337-63.jpg,1,1,989,24,1158,190,
20635337-63.jpg,1,1,1161,32,1357,213,
20635337-63.jpg,1,1,1282,96,1493,293,
20635337-63.jpg,0,0,1418,234,1666,449,
20635337-63.jpg,1,1,1491,427,1752,650,
20635337-63.jpg,3,3,1549,626,1888,940,
20635337-63.jpg,4,4,1600,911,1955,1228,
236480b3-32.jpg,2,2,413,515,636,717,
236480b3-32.jpg,2,2,212,473,421,661,
236480b3-32.jpg,2,2,247,682,529,816,
236480b3-32.jpg,2,2,623,532,762,731,
236480b3-32.jpg,2,2,503,722,738,879,
236480b3-32.jpg,2,2,763,478,980,754,
236480b3-32.jpg,2,2,911,730,1145,993,
236480b3-32.jpg,2,2,986,456,1252,744,
236480b3-32.jpg,2,2,1424,707,1647,985,
236480b3-32.jpg,2,2,1150,709,1421,1005,
236480b3-32.jpg,2,2,734,742,914,929,
236480b3-32.jpg,1,1,1520,409,1874,768,
236480b3-32.jpg,1,1,1267,454,1513,736,
236480b3-32.jpg,0,0,1650,760,1831,956,
